CODIGO__MUESTRA,FECHA,NOMBRE DEL PUNTO DE MONITOREO,DEPARTAMENTO,MUNICIPIO,LATITUD,LONGITUD,Ammoniacal Nitrogen,BOD5,COD,Chloride,Dissolved Oxygen,Electrical Conductivity,Nitrate,Nitrite,Sulfate,Temperature,Total Suspended Solids,Turbidity,pH
15214,2007-07-18,RCA_MAGDALENA_HUI_ALTAMIRA_PERICONGO [21027010],HUILA,ALTAMIRA,2.053166667,-75.85188889,0.3,2.0,12.0,,7.8,60.4,0.037,0.0076,3.0,20.6,20.0,19.0,6.69
15216,2007-07-19,PAEZ_CAU_PAEZ_PTE.RICAURTE [21057030],CAUCA,PÁEZ (BELALCÁZAR),2.52,-75.96,0.3,2.0,19.0,,8.0,173.0,0.061,0.006,32.0,16.3,27.0,39.0,6.43
15217,2007-07-19,RCA_PAEZ_HUI_TESALIA_PAICOL [21057060],HUILA,TESALIA,2.46,-75.76,0.3,2.0,32.0,,7.8,149.0,0.088,0.006,20.0,20.6,23.0,39.0,6.85
15218,2007-07-18,RCA_FONCE_SAN_SAN GIL_SAN GIL [24027010],SANTANDER,SAN GIL,6.546666667,-73.12805556,,,22.0,,7.2,74.5,,,,21.6,57.0,79.0,7.08
15219,2007-07-20,RCA_MAGDALENA_TOL_NATAGAIMA_ANGOSTURA [21137050],TOLIMA,NATAGAIMA,3.44,-75.12,0.3,2.0,20.0,,6.4,106.0,0.2,0.006,3.0,23.1,53.0,130.0,6.37
15220,2007-07-21,RCA_NEIVA_HUI_CAMPOALEGRE_PTE.MULAS [21107020],HUILA,CAMPOALEGRE,2.566388889,-75.37427778,0.3,2.0,13.0,,7.6,124.0,0.083,0.011,3.0,20.7,4.5,5.0,7.3
15221,2007-07-21,NEIVA_HUI_ALGECIRAS_CASIL EL [21107030],HUILA,ALGECIRAS,2.544777778,-75.30155556,0.3,2.0,11.0,,7.8,115.0,0.059,0.006,3.0,18.5,6.0,5.8,6.89
15222,2007-07-21,NEIVA_HUI_RIVERA_DESEMBOCADURA RIO NEIVA,HUILA,RIVERA,2.780603,-75.332525,0.3,2.0,18.0,,7.0,134.0,0.44,0.016,16.0,22.4,13.0,13.0,7.22
15223,2007-07-17,COMBEIMA_TOL_IBAGUE_YULDAIMA [21217260],TOLIMA,IBAGUÉ,4.4385,-75.24280556,0.3,,11.0,,7.6,270.0,0.26,0.078,44.0,21.6,17.0,14.0,8.1
15224,2007-07-18,RCA_CABRERA_HUI_VILLAVIEJA_SAN ALFONSO [21147010],HUILA,VILLAVIEJA,3.3705,-75.11416667,0.3,,16.0,,7.2,68.6,0.084,0.006,3.0,22.7,31.0,45.0,7.02
15227,2007-07-19,RCA_CAUCA_CAL_NEIRA_IRRA [26167070],CALDAS,NEIRA,5.268305556,-75.66419444,0.3,,33.0,,6.0,209.0,0.87,0.082,19.0,27.3,84.0,98.0,6.5
15228,2007-07-20,RCA_CHINCHINA_CAL_MANIZALES_RETIRO EL [26157020],CALDAS,PALESTINA,5.126777778,-75.67119444,0.3,,90.0,,5.8,,1.3,0.045,23.0,23.7,340.0,190.0,6.37
15229,2007-07-21,RCA_OTUN_RIS_SANTA ROSA DE CABAL_BANANERA LA 6-909 [26137110],RISARALDA,PEREIRA,4.773388889,-75.63305556,0.3,,10.0,,7.4,,0.29,0.012,39.0,16.2,4.5,3.0,6.17
15230,2007-07-15,RCA_SOGAMOSO_SAN_PUERTO WILCHES_PTE.SOGAMOSO [24067020],SANTANDER,PUERTO WILCHES,7.244166667,-73.7875,,,23.0,,6.1,170.0,,,,30.9,160.0,190.0,7.75
15231,2007-07-18,RCA_MAGDALENA_BOL_REGIDOR_REGIDOR [25027410],BOLÍVAR,REGIDOR,8.666333333,-73.82080556,0.3,,21.0,,8.0,168.0,0.65,0.006,20.0,27.1,120.0,170.0,8.1
15232,2007-07-23,BACHE_HUI_SANTA MARIA_STA.MARIA [21127030],HUILA,SANTA MARÍA,2.971777778,-75.59244444,0.3,2.0,32.0,,8.0,90.3,0.32,0.006,3.0,16.0,140.0,130.0,6.86
15233,2007-07-23,BACHE_HUI_SANTA MARIA_SOCORRO EL [21127020],HUILA,SANTA MARÍA,2.95425,-75.52105556,0.3,2.0,33.0,,7.6,92.5,0.36,0.006,3.0,19.4,140.0,150.0,6.94
15234,2007-07-24,RCA_YAGUARA_HUI_YAGUARA_HDA.VENECIA [21087080],HUILA,YAGUARÁ,2.64,-75.54,0.3,2.0,10.0,,7.4,149.0,0.27,0.006,3.0,25.1,14.0,19.0,6.76
15237,2007-07-18,RCA_GUEJAR_MET_VISTA HERMOSA_PINALITO [32077070],META,VISTAHERMOSA,2.97548,-73.67673,,,10.0,,7.6,50.1,,,,24.9,75.0,81.0,5.88
15238,2007-07-21,RCA_ARIARI_MET_PUERTO RICO_PTO.RICO [32077080],META,PUERTO RICO,2.94,-73.21,,,15.0,,6.9,114.0,,,,26.1,220.0,140.0,6.48
15239,2007-07-25,MAGDALENA_HUI_NEIVA_FRENTE PUERTO LA CEBOLLERA,HUILA,NEIVA,2.9925,-75.26916667,0.3,2.0,12.0,,7.0,114.0,0.14,0.006,3.0,22.2,36.0,86.0,6.54
15240,2007-07-25,BACHE_HUI_NEIVA_PTE.SAN FRANCISCO METALICO - BACHE,HUILA,NEIVA,3.053444,-75.357444,0.3,2.0,14.0,,7.2,144.0,0.28,0.0063,3.0,24.2,44.0,50.0,6.85
15243,2007-07-26,RCA_OCOA_MET_VILLAVICENCIO_PTE.DELAMOR [35037130],META,VILLAVICENCIO,4.086083333,-73.668861,0.3,,18.0,,6.8,41.6,0.17,0.006,14.0,28.8,14.0,17.0,6.32
15244,2007-07-25,RCA_VAUPES_VAU_MITU_MITU [42077020],VAUPES,MITÚ,1.259806,-70.239167,,,33.0,,5.3,11.6,,,,26.0,4.5,6.1,4.89
15245,2007-07-28,SAN JUAN_ANT_CIUDAD BOLIVAR_REMOLINO EL [26197030],ANTIOQUIA,PUEBLORRICO,5.8808,-75.908311111,,,25.0,,7.6,65.1,,,,19.9,560.0,460.0,6.21
15246,2007-07-26,RCA_MAGDALENA_BOL_CORDOBA_TACAMOCHO[25027940],BOLÍVAR,CÓRDOBA,9.493583333,-74.81538889,1.3,,21.0,,6.0,148.0,0.73,0.006,5.2,30.0,210.0,270.0,7.41
15247,2007-07-27,RCA_MAGDALENA BZO.MOMPOS_MAG_SANTA ANA_SANTA ANA [25027370],MAGDALENA,SANTA ANA,9.320252778,-74.57455833,1.1,,44.0,,4.2,173.0,0.82,0.006,,29.9,350.0,310.0,7.66
15248,2007-07-27,RCA_MAGDALENA BZO.DE LOBA_BOL_MAGANGUE_MAGANGUE [25027680],BOLÍVAR,MAGANGUÉ,9.24,-74.74166667,1.6,,36.0,,5.7,116.0,1.03,0.006,4.2,29.4,440.0,330.0,7.22
15249,2007-07-31,RCA_LAG.GUAMUEZ_NAR_PASTO_SINDAMANOY [47017580],NARIÑO,PASTO,1.135222222,-77.14719444,0.3,,10.0,,7.3,47.3,0.13,0.006,3.0,15.1,4.5,2.0,6.37
15250,2007-08-09,RCA_SUBIA_CUN_SILVANIA_SILVANIA [21197110],CUNDINAMARCA,SILVANIA,4.403055556,-74.385305556,0.3,,28.0,,6.6,93.2,0.94,0.015,3.0,19.0,24.0,31.0,6.3
15254,2007-08-08,RCA_CUSIANA_CAS_MANI_MANI [35197180],CASANARE,MANÍ,4.817,-72.29138889,,,10.0,,7.7,,,,,26.6,31.0,49.0,6.72
15255,2007-08-11,RCA_CRAVO SUR_CAS_YOPAL_PTE.YOPAL [35217010],CASANARE,YOPAL,5.369,-72.41372222,,,10.0,,7.7,,,,,21.5,32.0,39.0,7.47
15258,2007-08-10,LEBRIJA_SAN_GIRON_CAFE MADRID [23197290],SANTANDER,GIRÓN,7.17,-73.15,4.4,,51.0,,6.8,241.0,0.56,0.36,18.0,24.1,94.0,75.0,7.24
15259,2007-08-12,RCA_MAGDALENA_CUN_NARINO_NARINO [21237010],CUNDINAMARCA,NARIÑO,4.387777778,-74.838375,,,17.0,,6.2,132.0,,,,26.5,130.0,97.0,6.8
15260,2007-08-09,RCA_HUMEA_CUN_PARATEBUENO_CABLE EL [35057010],CUNDINAMARCA,PARATEBUENO,4.396951,-73.292706,,,10.0,,,58.0,,,,27.4,99.0,160.0,7.17
15261,2007-08-11,RCA_GUATIQUIA_MET_VILLAVICENCIO_PTE.ABADIA [35037100],META,VILLAVICENCIO,4.235333333,-73.63536111,,,10.0,,,58.5,,,,24.1,110.0,110.0,6.98
15263,2007-08-14,RCA_SUMAPAZ_TOL_ICONONZO_PLAYA LA [21197030],TOLIMA,ICONONZO,4.19225,-74.500722222,0.3,,23.0,,7.2,20.7,0.058,0.006,3.0,19.5,15.0,20.0,5.68
15264,2007-08-16,RCA_UNE_CUN_UNE_CARAZA [35027100],CUNDINAMARCA,UNE,4.428638889,-74.01019444,0.3,,19.0,,7.4,88.2,0.4,0.0069,3.2,16.2,32.0,50.0,7.4
15265,2007-08-16,RCA_GUAVIO_CUN_JUNIN_PTE.HOLGUIN [35067050],CUNDINAMARCA,GACHETÁ,4.799055556,-73.62922222,0.3,,12.0,,6.6,37.1,0.082,0.006,7.5,17.8,9.0,23.0,5.87
15272,2007-08-15,RCA_META_MET_PUERTO LOPEZ_PTE.LLERAS [35017020],META,PUERTO LÓPEZ,4.103019444,-72.936383333,,,30.0,,6.3,60.0,,,,26.5,890.0,900.0,6.68
15275,2007-08-17,RCA_RUCIO_CUN_UBALA_MUNDONUEVO[35067130],CUNDINAMARCA,UBALÁ,4.852833333,-73.39297222,0.3,,31.0,,7.3,75.8,0.17,0.006,24.0,15.7,14.0,30.0,5.58
15276,2007-08-19,RCA_CHIVOR_CUN_UBALA_UBALA [35067030],CUNDINAMARCA,UBALÁ,4.780222222,-73.49183333,0.3,,10.0,,7.1,69.8,0.13,0.006,18.0,17.0,14.0,16.0,5.57
15277,2007-08-15,RCA_GUAVIARE_VIC_CUMARIBO_CEJAL [32207010],VICHADA,CUMARIBO,3.993665,-68.333828,,,10.0,,6.0,25.4,,,,26.4,100.0,110.0,6.15
15278,2007-08-17,RCA_VICHADA_VIC_CUMARIBO_STA.RITA [33077010],VICHADA,CUMARIBO,4.866127,-68.362697,,,10.0,,4.9,10.4,,,,27.9,10.0,9.8,5.87
15279,2007-08-17,RCA_ORINOCO_VIC_CUMARIBO_PTO.NARINO [38027020],VICHADA,CUMARIBO,4.956861111,-67.83416667,,,10.0,,5.8,21.4,,,,25.9,32.0,39.0,6.18
15280,2007-08-18,RCA_INIRIDA_GUAI_INIRIDA_PTO.INIRIDA [31097020],GUAINÍA,INÍRIDA,3.867666667,-67.931694444,,,23.0,,5.5,14.3,,,,26.2,4.5,6.1,5.23
15281,2007-08-21,RCA_CAUCA_CAU_POPAYAN_JULUMITO [26017020],CAUCA,POPAYÁN,2.467583333,-76.64430556,0.79,,20.0,,6.1,250.0,0.43,0.0092,65.0,19.5,30.0,24.0,5.33
15282,2007-08-22,RCA_DE ORO_SAN_PIEDECUESTA_CONQUISTADOR EL [23197430],SANTANDER,PIEDECUESTA,6.989444444,-73.04111111,0.3,,11.0,,7.7,100.0,0.32,0.006,3.0,17.7,34.0,35.0,6.61
15283,2007-08-22,RCA_LA VIEJA_VAL_CARTAGO_CARTAGO [26127040],RISARALDA,PEREIRA,4.757611111,-75.89925,0.3,,15.0,,,180.0,0.93,0.066,5.8,23.6,43.0,40.0,7.0
15284,2007-08-22,RCA_CAUCA_VAL_LA VICTORIA_VICTORIA LA [26107070],VALLE DEL CAUCA,LA VICTORIA,4.524884,-76.0437,0.36,,22.0,,,174.0,0.35,0.006,16.0,25.3,100.0,110.0,6.65
15285,2007-08-22,RCA_CATATUMBO_NOR_TEORAMA_QUINCE LETRAS [16057040],NORTE DE SANTANDER,TEORAMA,8.541111111,-73.24611111,,,47.0,,7.8,121.0,,,,22.0,650.0,600.0,7.25
15286,2007-08-23,RCA_ALGODONAL_NOR_OCANA_LA CABANA [16057030],NORTE DE SANTANDER,OCAÑA,8.197805556,-73.31825,0.3,,10.0,,6.8,99.1,0.53,0.006,,27.0,41.0,52.0,6.42
15289,2007-08-27,RCA_BOGOTA_CUN_VILLAPINZON_PTE.CARRETERA-BOGOTA,CUNDINAMARCA,VILLAPINZÓN,5.218611,-73.595556,0.3,,10.0,,7.6,23.0,0.15,0.006,3.0,11.8,6.0,13.0,7.27
15290,2007-08-27,RCA_BOGOTA_CUN_VILLAPINZON_SANPEDRO-BOGOTA,CUNDINAMARCA,VILLAPINZÓN,5.194722222,-73.61388889,2.4,16.0,38.0,,6.4,153.0,0.51,0.0093,3.0,13.1,26.0,29.0,8.03
15291,2007-08-27,RCA_BOGOTA_CUN_TOCANCIPA_PTE.TULIO BOTERO-BOGOTA,CUNDINAMARCA,TOCANCIPÁ,4.971916667,-73.91613889,0.3,2.5,13.0,,5.9,82.1,0.8,0.018,3.0,18.0,35.0,39.0,7.58
15292,2007-08-27,BOGOTA_CUN_CHIA_PTE.EL COMUN,CUNDINAMARCA,CHÍA,4.863694444,-74.02911111,1.8,,19.0,,2.7,275.0,0.3,0.077,3.9,18.0,9.6,19.0,7.31
15293,2007-08-27,RCA_BOGOTA_CUN_COTA_PTE.LA VIRGEN [21208110],CUNDINAMARCA,COTA,4.799322222,-74.09586944,2.8,9.0,30.0,,1.7,231.0,0.31,0.021,3.0,16.8,20.0,36.0,7.17
15294,2007-08-23,RCA_NEGRO_ANT_RIONEGRO_FRESERA LA [23087830],ANTIOQUIA,RIONEGRO,6.199722222,-75.33408333,0.32,,24.0,,4.9,114.0,0.77,0.047,3.0,19.7,47.0,29.0,6.22
15295,2007-08-23,RCA_NEGRO_ANT_RIONEGRO_PTE.REAL [23087150],ANTIOQUIA,RIONEGRO,6.143472222,-75.37994444,0.48,,14.0,,6.0,92.3,0.49,0.014,,19.2,32.0,32.0,6.32
15297,2007-08-25,CATATUMBO_NOR_TIBU_PTO.BARCO-GABARRA [16067010],NORTE DE SANTANDER,TIBÚ,9.003611111,-72.9,0.3,,22.0,,7.0,49.5,0.21,0.006,3.0,,23.0,25.0,6.8
15298,2007-08-28,RCA_BOGOTA_CUN_SOACHA_ALICACHIN - EL SALTO [21207120],CUNDINAMARCA,SOACHA,4.544847222,-74.25826944,19.0,76.0,260.0,,0.0,507.0,0.64,0.006,23.0,16.3,130.0,180.0,6.93
15300,2007-08-28,RCA_BOGOTA_CUN_EL COLEGIO_PTE.CARRETERA LA MESA - MESITAS,CUNDINAMARCA,EL COLEGIO,4.598969,-74.43601,13.0,52.0,180.0,,6.4,457.0,0.69,0.098,27.0,20.0,200.0,140.0,7.63
15302,2007-08-28,RCA_BOGOTA_CUN_TOCAIMA_PTE.PORTILLO [21207960],CUNDINAMARCA,TOCAIMA,4.454861111,-74.60852778,15.0,31.0,150.0,,5.8,499.0,0.67,0.078,31.0,24.2,150.0,150.0,7.41
15303,2007-08-28,RCA_CHICAMOCHA_BOY_SOGAMOSO_PTE.CHAMEZA [24037290],BOYACÁ,SOGAMOSO,5.759888889,-72.90652778,0.94,,35.0,,6.0,312.0,1.5,0.036,85.0,15.4,41.0,48.0,7.05
15304,2007-08-26,RCA_SINU_COR_MONTERIA_MONTERIA [13067020],CORDOBA,MONTERÍA,8.751611111,-75.89241667,0.3,,88.0,,5.8,122.0,0.46,0.063,3.0,28.2,110.0,110.0,6.02
15306,2007-08-27,MAGDALENA/CANAL DEL DIQUE_ATL_SANTA LUCIA_INCORA K-7 [29037360],ATLANTICO,SANTA LUCIA,10.30280833,-74.94655833,0.3,,,,4.4,127.0,0.31,,3.0,29.6,310.0,260.0,6.21
15307,2007-08-28,RCA_MAGDALENA_BOL_CALAMAR_CALAMAR [29037020],BOLÍVAR,CALAMAR,10.244042,-74.914705,0.3,,26.0,,5.0,126.0,0.65,0.006,3.0,30.1,290.0,240.0,6.42
15308,2007-08-29,RCA_MAGDALENA_CUN_GIRARDOT_GIRARDOT [21237030],CUNDINAMARCA,GIRARDOT,4.288073,-74.808592,1.2,3.9,55.0,,6.4,141.0,0.33,0.018,3.0,25.7,170.0,160.0,7.19
15309,2007-08-29,RCA_MAGDALENA_TOL_FLANDES_ISLA DEL AMOR,TOLIMA,FLANDES,4.281944444,-74.77694444,0.3,2.0,24.0,,7.0,117.0,0.29,0.006,3.0,24.8,150.0,150.0,7.51
15310,2007-08-29,RCA_BOGOTA_CUN_GIRARDOT_CAMPINA LA [21209200],CUNDINAMARCA,GIRARDOT,4.304888889,-74.793777778,15.0,28.0,160.0,,1.9,550.0,0.54,0.036,38.0,25.9,210.0,130.0,7.17
15311,2007-08-30,RCA_SUMAPAZ_CUN_RICAURTE_SAN MIGUEL-SUMAPAZ [2119700147],CUNDINAMARCA,RICAURTE,4.248085,-74.744647,0.3,2.0,22.0,,7.5,41.7,0.31,0.0078,3.0,22.6,38.0,35.0,7.17
15312,2007-08-30,RCA_SUMAPAZ_TOL_MELGAR_LIMONAR EL [21197150],TOLIMA,MELGAR,4.232555556,-74.62055556,0.3,,26.0,,8.1,42.0,0.42,0.015,3.0,21.4,40.0,36.0,7.93
15313,2007-08-27,RCA_RECIO_TOL_VENADILLO_NUEVA LA [21257100],TOLIMA,VENADILLO,4.795083333,-74.97194444,0.3,,32.0,,8.8,94.2,0.41,0.006,9.1,20.2,100.0,71.0,7.33
15314,2007-08-27,RCA_SINU_COR_LORICA_LADOCTRINA [13077040],CORDOBA,LORICA,9.294874,-75.893375,0.3,,23.0,,5.7,72.8,0.34,0.006,7.3,28.6,72.0,92.0,7.27
15315,2007-09-01,GUALI_TOL_HONDA_PTE.LOPEZ [23017030],TOLIMA,HONDA,5.203888889,-74.74111111,0.3,,10.0,,10.7,148.0,0.31,0.006,49.0,26.2,34.0,26.0,7.48
15316,2007-08-28,RCA_PAMPLONITA_NOR_CHINACOTA_LA DONJUANA [16017020],NORTE DE SANTANDER,CHINÁCOTA,7.687972222,-72.60547222,0.3,,12.0,,7.6,191.0,0.67,0.039,19.0,25.0,51.0,35.0,7.36
15317,2007-08-31,RCA_ZULIA_NOR_PUERTO SANTANDER_PTO.LEON [16027060],NORTE DE SANTANDER,PUERTO SANTANDER,8.350277778,-72.43472222,0.66,,31.0,,7.2,84.6,0.71,0.02,19.0,29.6,360.0,360.0,7.36
15318,2007-08-31,RCA_CESAR_CES_VALLEDUPAR_PTESALGUERO [28037030],CESAR,VALLEDUPAR,10.38411111,-73.23247222,1.7,,36.0,,6.6,149.0,0.27,0.0074,3.0,25.3,160.0,100.0,6.7
15319,2007-08-30,RCA_CANAL DEL DIQUE_BOL_MARIA LA BAJA_STA.HELENA1[29037370],BOLÍVAR,MARÍA LA BAJA,10.05861111,-75.40277778,0.3,,24.0,,4.4,65.4,0.58,0.006,3.0,28.7,340.0,240.0,6.73
15320,2007-08-29,RCA_ZULIA_NOR_DURANIA_SAN JAVIER-PTE.ZULIA [16027001],NORTE DE SANTANDER,DURANIA,7.836388889,-72.65083333,0.3,,10.0,,7.8,104.0,0.31,0.0063,12.0,24.8,56.0,31.0,6.98
15321,2007-08-30,RCA_PAMPLONITA_NOR_CUCUTA_AGUAS CLARAS [16017010],NORTE DE SANTANDER,CÚCUTA,8.233611111,-72.41722222,0.3,,31.0,,6.4,195.0,1.7,0.23,66.0,30.1,210.0,180.0,7.35
15322,2007-09-01,RCA_MAGDALENA_ATL_BARRANQUILLA_LAS FLORES [29045180],ATLANTICO,BARRANQUILLA,11.039361111,-74.81975,,,,,3.3,91.9,,0.031,11.0,29.3,360.0,270.0,7.0
15325,2007-09-03,RCA_CHICAMOCHA_BOY_TIBASOSA_SAN RAFAEL [24037190],BOYACÁ,TIBASOSA,5.807611111,-73.01380556,0.41,,17.0,,2.8,425.0,1.2,0.034,120.0,17.4,23.0,25.0,6.18
15326,2007-09-04,RCA_CHICAMOCHA_BOY_PAZ DE RIO_PAZ DE RIO [24037510],BOYACÁ,PAZ DE RIO,5.9877472,-72.744522222,0.3,,21.0,,6.7,137.0,0.51,0.03,28.0,14.4,60.0,100.0,
15327,2007-09-05,RCA_GUAYURIBA_MET_VILLAVICENCIO_PTE.CARRETERA [35027140],META,VILLAVICENCIO,4.04947,-73.76442,,,24.0,,7.1,108.0,,,,23.2,400.0,330.0,6.47
15329,2007-09-03,RCA_GUAVIARE_MET_MAPIRIPAN_MAPIRIPAN [32097010],META,MAPIRIPÁN,2.889722222,-72.13011111,,,10.0,,6.4,58.3,,,,26.6,150.0,100.0,6.39
15335,2007-09-05,RCA_LAG.DE TOTA_BOY_AQUITANIA_ESCALERAS [35097070],BOYACÁ,TOTA,5.491944444,-72.9385,0.3,,10.0,,7.0,40.8,0.064,0.006,3.0,16.2,4.5,2.3,
15372,2007-09-01,RCA_SAN JORGE_COR_MONTELIBANO_MONTELIBANO [25017010],CORDOBA,MONTELÍBANO,7.98817,-75.417483,,,25.0,,6.9,54.2,,,,29.8,430.0,380.0,7.44
15373,2007-09-02,RCA_SAN JORGE_COR_BUENAVISTA_MARRALU [25027120],CORDOBA,AYAPEL,8.32,-75.24,,,75.0,,6.1,39.7,,,,29.6,700.0,850.0,7.41
15375,2007-09-06,RCA_AMAZONAS_AMA_LETICIA_NAZARETH [48017030],AMAZONAS,LETICIA,-4.120194444,-70.03608333,0.3,,36.0,,5.6,212.0,0.39,0.006,,17.2,60.0,68.0,6.69
15376,2007-09-07,RCA_AMAZONAS_AMA_LETICIA_LETICIA [48017010],AMAZONAS,LETICIA,-4.222527778,-69.94272222,0.3,,10.0,,5.9,117.0,0.23,0.006,18.0,14.0,80.0,74.0,7.14
15377,2007-09-04,RCA_ORINOCO_VIC_PUERTO CARRENO_PTO.CARRENO [38017010],VICHADA,PUERTO CARREÑO,6.176527778,-67.47958333,0.3,,11.0,,5.6,13.6,0.06,0.006,3.0,27.0,24.0,28.0,6.99
15378,2007-09-04,RCA_META_VIC_PUERTO CARRENO_ACEITICO [35257040],VICHADA,PUERTO CARREÑO,6.1835,-68.441556,0.3,,26.0,,6.6,53.1,0.4,0.0074,9.8,28.1,400.0,360.0,7.18
15379,2007-09-04,RCA_CASANARE_ARA_CRAVO NORTE_CRAVONORTE [36027050],ARAUCA,CRAVO NORTE,6.295638889,-70.19433333,,,15.0,,5.9,34.2,,,,27.5,210.0,220.0,7.16
15382,2007-09-11,RCA_CAUCA_VAL_YUMBO_PASO DE LA TORRE - CAUCA,VALLE DEL CAUCA,YUMBO,3.646388889,-76.45194444,0.85,,29.0,,1.4,185.0,0.28,0.039,21.0,26.1,45.0,45.0,6.63
15383,2007-09-11,RCA_CAUCA_VAL_CANDELARIA_JUANCHITO [26067010],VALLE DEL CAUCA,CANDELARIA,3.45160833,-76.47538333,0.92,,21.0,,4.0,148.0,0.35,0.0078,18.0,24.3,38.0,39.0,6.23
15386,2007-09-14,RCA_CAUCA_BOL_SAN JACINTO DEL CAUCA_LAS VARAS [25027200],BOLÍVAR,SAN JACINTO DEL CAUCA,8.39,-74.56,,,30.0,,5.9,92.4,,,,28.8,260.0,230.0,6.26
15387,2007-09-15,RCA_NECHI_ANT_NECHI_LA ESPERANZA [27037010],ANTIOQUIA,NECHÍ,8.031943889,-74.788805556,,,16.0,,6.3,61.2,,,,26.1,200.0,210.0,6.34
15388,2007-09-15,RCA_CAUCA_ANT_CAUCASIA_LA COQUERA [26247020],ANTIOQUIA,CAUCASIA,7.96,-75.2,,,20.0,,6.8,98.5,,,,27.2,270.0,430.0,6.41
15400,2007-09-18,RCA_RANCHERIA_LGU_ALBANIA_CUESTECITAS [15067050],LA GUAJIRA,ALBANIA,11.18033333,-72.55344444,0.3,,62.0,,10.5,62.6,0.86,0.0073,35.0,25.4,1060.0,840.0,7.25
15401,2007-09-19,RCA_RANCHERIA_LGU_SAN JUAN DEL CESAR_CERCADO EL [15067020],LA GUAJIRA,FONSECA,10.9075,-73.00833333,0.3,,14.0,,7.4,64.2,0.28,0.006,3.0,25.4,30.0,36.0,7.22
15402,2007-09-19,RCA_CESAR_LGU_SAN JUAN DEL CESAR_CORRAL DE PIEDRA [28017080],LA GUAJIRA,SAN JUAN DEL CESAR,10.81891667,-73.05508333,,,61.0,,7.6,63.6,,,,26.8,290.0,300.0,6.2
15417,2007-09-24,RCA_CAUCA_RIS_LA VIRGINIA_LA VIRGINIA [26177030],RISARALDA,LA VIRGINIA,4.8925,-75.882694444,0.3,,38.0,,4.4,172.0,0.55,0.054,18.0,26.1,90.0,70.0,6.51
15420,2007-09-19,RCA_GUEJAR_MET_VISTA HERMOSA_PINALITO [32077070],META,VISTAHERMOSA,2.97548,-73.67673,,,10.0,,7.1,49.8,,,,25.9,44.0,37.0,6.97
15421,2007-09-20,RCA_ARIARI_MET_PUERTO RICO_PTO.RICO [32077080],META,PUERTO RICO,2.94,-73.21,,,10.0,,6.9,83.7,,,,27.2,160.0,73.0,7.09
15422,2007-09-22,RCA_GUAYURIBA_MET_VILLAVICENCIO_PTE.CARRETERA [35027140],META,VILLAVICENCIO,4.04947,-73.76442,,,10.0,,8.8,120.0,,,,19.8,100.0,67.0,6.69
15423,2007-09-25,RCA_OCOA_MET_VILLAVICENCIO_PTE.DELAMOR [35037130],META,VILLAVICENCIO,4.086083333,-73.668861,0.3,,10.0,,6.5,45.2,0.19,0.006,15.0,28.2,9.5,11.0,5.99
15434,2007-09-25,RCA_LAGUNILLA_TOL_LERIDA_ESMERALDA LA [21257090],TOLIMA,LÉRIDA,4.890777778,-74.85313889,0.4,,40.0,,5.8,112.0,0.4,0.038,24.0,24.7,276.0,310.0,6.9
15435,2007-09-27,RCA_GUARINO_TOL_HONDA_PTE.CARRETERA [23027060],TOLIMA,HONDA,5.289277778,-74.74608333,0.3,,23.0,,7.8,87.4,0.19,0.01,3.0,25.8,390.0,220.0,6.49
15436,2007-09-28,RCA_MAGDALENA_CUN_PUERTO SALGAR_PTO.SALGAR [23037010],CUNDINAMARCA,PUERTO SALGAR,5.469666667,-74.66216667,,,17.0,,6.0,159.0,,,,28.0,180.0,136.0,6.72
15437,2007-09-27,RCA_SALDANA_TOL_SALDANA_PIEDRAS DE COBRE [22057010],TOLIMA,SALDAÑA,3.90865,-75.104,0.3,,19.0,,5.7,98.3,0.19,0.01,3.0,25.0,60.0,41.0,7.5
15438,2007-09-28,RCA_COMBEIMA_TOL_IBAGUE_MONTEZUMA [21217180],TOLIMA,IBAGUÉ,4.4819444,-75.28611111,,,12.0,,7.9,243.0,,,,25.0,44.0,20.0,6.98
15439,2007-09-28,COMBEIMA_TOL_IBAGUE_YULDAIMA [21217260],TOLIMA,IBAGUÉ,4.4385,-75.24280556,0.3,,10.0,,7.3,242.0,0.2,0.047,39.0,23.9,15.0,19.0,7.51
15441,2007-10-01,RCA_CHINCHINA_CAL_MANIZALES_RETIRO EL [26157020],CALDAS,PALESTINA,5.126777778,-75.67119444,1.0,,51.0,,7.1,195.0,0.85,0.15,27.0,22.3,360.0,200.0,6.88
15442,2007-10-02,RCA_CAUCA_CAL_NEIRA_IRRA [26167070],CALDAS,NEIRA,5.268305556,-75.66419444,0.3,,32.0,,6.9,146.0,0.95,0.046,15.0,23.9,220.0,160.0,5.99
15443,2007-09-29,RCA_LA MIEL_ANT_SONSON_SAN MIGUEL [23057140],ANTIOQUIA,SONSÓN,5.731027778,-74.72583333,,,10.0,,6.9,55.3,,,,25.9,17.0,15.0,6.95
15444,2007-09-30,RCA_NEGRO_CUN_PUERTO SALGAR_PTO.LIBRE [23067040],CUNDINAMARCA,PUERTO SALGAR,5.759222222,-74.63175,0.3,,25.0,,7.6,477.0,0.26,0.006,112.0,31.3,310.0,220.0,7.32
