standard_id,layer_id,CODIGO__MUESTRA,n_params,violation_score_0_100,severity_score_0_100,risk_score_0_100,critical_violation_flag,created_at,standard_code,layer_code
1,1,11284,2,57.14,21.43,46.43,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,11285,2,57.14,46.94,54.08,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,11289,2,100.0,55.54,86.66,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,11291,2,57.14,50.79,55.24,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,11292,2,57.14,49.21,54.76,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,11294,2,57.14,55.46,56.64,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,11297,2,57.14,56.66,57.0,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,11298,2,57.14,56.24,56.87,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,11299,2,57.14,50.79,55.24,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,11300,2,57.14,56.14,56.84,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,11301,2,57.14,53.62,56.08,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,11302,2,57.14,50.5,55.15,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,11316,2,57.14,25.4,47.62,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,11317,2,57.14,19.55,45.86,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,11319,2,57.14,16.33,44.9,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,11320,2,57.14,56.23,56.87,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,11321,2,57.14,56.33,56.9,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,11323,2,57.14,40.34,52.1,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,11327,2,57.14,49.62,54.88,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,11329,2,57.14,35.16,50.55,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,11330,2,57.14,45.24,53.57,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,11331,2,57.14,15.13,44.54,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,11332,2,57.14,48.21,54.46,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,11333,2,57.14,52.53,55.76,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,11353,2,57.14,52.81,55.84,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,11354,2,57.14,19.05,45.71,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,11356,2,57.14,44.16,53.25,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,11357,2,57.14,56.36,56.91,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,11358,2,57.14,54.55,56.36,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,11363,2,57.14,27.99,48.4,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,11364,2,57.14,7.02,42.1,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,11366,2,57.14,55.91,56.77,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,11380,2,57.14,57.1,57.13,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,11381,2,57.14,41.27,52.38,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,11383,2,57.14,52.88,55.86,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,11384,2,57.14,36.73,51.02,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,11385,2,100.0,44.76,83.43,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,11386,2,57.14,56.13,56.84,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,11387,2,57.14,50.5,55.15,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,11388,2,57.14,53.38,56.01,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,11389,2,57.14,51.06,55.32,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,11392,2,57.14,56.24,56.87,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,11393,2,57.14,56.96,57.09,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,11395,2,57.14,56.09,56.82,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,11396,2,57.14,56.79,57.04,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,11398,2,57.14,56.0,56.8,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,11403,1,100.0,95.15,98.54,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,11405,2,57.14,47.93,54.38,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,11406,2,57.14,45.71,53.71,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,11408,2,57.14,40.34,52.1,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,11410,2,100.0,52.47,85.74,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,11439,2,57.14,51.19,55.36,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,11447,2,57.14,56.64,56.99,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,11448,2,57.14,56.65,56.99,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,11449,2,57.14,56.28,56.88,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,11456,2,100.0,52.75,85.82,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,11458,2,100.0,62.62,88.79,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,11464,1,0.0,0.0,0.0,0,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,11465,2,57.14,56.23,56.87,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,11482,2,57.14,54.37,56.31,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,11483,2,57.14,56.66,57.0,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,11491,2,100.0,55.74,86.72,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,11493,2,100.0,56.0,86.8,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,11501,2,57.14,49.82,54.94,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,11502,2,57.14,54.34,56.3,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,11503,2,57.14,56.38,56.91,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,11504,1,100.0,91.38,97.41,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,11510,2,57.14,54.88,56.46,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,11537,2,57.14,43.54,53.06,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,11538,2,57.14,30.44,49.13,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,11539,2,57.14,35.16,50.55,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,11540,2,57.14,49.21,54.76,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,11544,2,57.14,54.2,56.26,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,11545,2,100.0,56.37,86.91,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,11546,2,100.0,59.22,87.77,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,11547,2,100.0,58.63,87.59,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,11563,2,57.14,42.86,52.86,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,11564,2,100.0,24.09,77.23,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,11565,2,57.14,35.16,50.55,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,11566,2,57.14,28.28,48.48,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,11567,2,57.14,16.9,45.07,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,11568,1,100.0,98.1,99.43,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,11578,2,57.14,56.94,57.08,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,11579,2,57.14,56.17,56.85,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,11581,1,100.0,43.18,82.95,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,11582,1,100.0,86.49,95.95,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,11583,2,57.14,55.86,56.76,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,11591,1,100.0,95.93,98.78,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,11618,2,57.14,55.66,56.7,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,11619,2,57.14,52.81,55.84,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,11623,2,100.0,34.59,80.38,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,11706,2,57.14,56.77,57.03,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,11715,2,57.14,23.53,47.06,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,11716,2,100.0,50.31,85.09,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,11717,2,57.14,51.19,55.36,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,11718,2,57.14,46.56,53.97,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,11719,2,57.14,48.98,54.69,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,11726,2,57.14,36.73,51.02,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,11727,2,0.0,0.0,0.0,0,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,11728,2,57.14,48.74,54.62,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,11739,2,57.14,56.2,56.86,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,11740,2,100.0,11.2,73.36,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,11742,2,57.14,54.61,56.38,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,11744,2,57.14,56.06,56.82,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,11746,2,57.14,56.71,57.01,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,11747,2,57.14,56.85,57.05,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,11748,2,57.14,56.85,57.05,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,11749,2,57.14,56.33,56.9,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,11750,2,57.14,55.28,56.58,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,11751,2,57.14,56.38,56.91,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,11755,2,57.14,44.72,53.41,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,11797,2,57.14,56.38,56.91,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,11798,2,57.14,56.64,56.99,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,11799,2,57.14,56.38,56.91,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,11895,2,57.14,51.43,55.43,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,11896,2,57.14,51.31,55.39,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,11904,2,57.14,55.97,56.79,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,11905,2,57.14,56.65,56.99,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,11924,2,100.0,55.24,86.57,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,11925,2,57.14,55.28,56.58,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,11954,2,57.14,54.37,56.31,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,11955,2,57.14,19.55,45.86,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,11956,2,57.14,29.13,48.74,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,11957,2,57.14,56.06,56.82,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,11958,2,57.14,42.11,52.63,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,11983,2,57.14,53.28,55.98,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,11998,2,57.14,49.82,54.94,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,11999,2,57.14,56.88,57.06,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12000,2,57.14,55.49,56.64,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12001,2,57.14,56.76,57.03,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12002,2,57.14,42.11,52.63,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12010,2,0.0,0.0,0.0,0,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12011,2,57.14,54.2,56.26,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12015,2,57.14,56.57,56.97,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12016,2,57.14,44.16,53.25,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12017,2,57.14,51.75,55.52,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12018,2,57.14,51.43,55.43,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12019,2,57.14,46.15,53.84,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12025,2,57.14,30.69,49.2,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12026,2,57.14,50.34,55.1,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12029,2,57.14,46.56,53.97,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12045,2,57.14,53.9,56.17,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12061,2,57.14,53.93,56.18,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12062,2,100.0,52.6,85.78,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12073,2,57.14,50.17,55.05,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12081,2,57.14,56.06,56.82,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12082,2,57.14,51.95,55.58,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12087,2,57.14,36.73,51.02,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12088,2,57.14,53.53,56.06,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12089,2,100.0,58.6,87.58,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12090,2,100.0,43.0,82.9,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12091,2,100.0,41.01,82.3,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12092,2,57.14,43.54,53.06,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12093,2,57.14,50.34,55.1,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12094,2,57.14,38.1,51.43,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12095,2,57.14,38.1,51.43,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12096,2,57.14,36.73,51.02,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12097,2,57.14,51.85,55.55,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12100,2,57.14,52.46,55.74,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12101,2,57.14,54.29,56.28,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12102,2,57.14,55.58,56.67,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12103,2,57.14,49.82,54.94,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12105,2,57.14,54.82,56.44,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12107,2,57.14,50.79,55.24,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12108,2,57.14,53.57,56.07,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12109,2,57.14,55.58,56.67,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12110,2,57.14,49.62,54.88,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12111,2,57.14,49.21,54.76,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12112,2,57.14,39.29,51.78,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12129,2,57.14,48.48,54.54,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12131,2,57.14,44.72,53.41,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12134,2,100.0,12.88,73.86,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12136,2,57.14,36.73,51.02,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12138,2,57.14,53.12,55.93,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12139,2,100.0,58.48,87.54,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12147,2,57.14,48.98,54.69,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12148,2,57.14,18.53,45.56,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12149,2,57.14,56.71,57.01,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12150,2,57.14,7.88,42.36,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12152,2,100.0,41.9,82.57,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12155,2,57.14,51.31,55.39,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12156,2,57.14,45.71,53.71,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12164,2,57.14,45.24,53.57,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12165,2,42.86,0.51,30.15,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12166,2,57.14,30.69,49.2,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12167,2,57.14,43.54,53.06,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12168,2,57.14,42.11,52.63,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12169,2,57.14,52.13,55.64,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12170,2,57.14,56.42,56.92,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12171,2,57.14,16.33,44.9,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12172,2,57.14,44.72,53.41,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12183,2,57.14,56.86,57.06,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12209,2,57.14,56.8,57.04,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12210,1,0.0,0.0,0.0,0,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12211,1,0.0,0.0,0.0,0,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12212,1,0.0,0.0,0.0,0,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12213,1,0.0,0.0,0.0,0,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12214,2,57.14,56.53,56.96,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12215,2,57.14,56.56,56.97,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12216,1,0.0,0.0,0.0,0,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12217,2,57.14,56.54,56.96,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12218,1,0.0,0.0,0.0,0,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12219,1,0.0,0.0,0.0,0,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12220,2,57.14,56.65,56.99,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12230,2,57.14,55.47,56.64,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12231,2,57.14,34.82,50.44,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12251,2,57.14,48.21,54.46,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12252,2,57.14,53.93,56.18,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12257,2,57.14,54.82,56.44,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12292,1,0.0,0.0,0.0,0,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12293,1,0.0,0.0,0.0,0,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12294,1,0.0,0.0,0.0,0,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12304,2,57.14,55.86,56.76,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12305,2,57.14,55.39,56.61,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12348,2,57.14,40.34,52.1,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12369,1,0.0,0.0,0.0,0,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12370,1,0.0,0.0,0.0,0,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12371,1,0.0,0.0,0.0,0,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12372,2,57.14,53.78,56.13,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12373,2,57.14,22.72,46.81,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12375,2,100.0,56.48,86.94,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12376,2,100.0,56.7,87.01,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12377,2,57.14,56.1,56.83,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12378,2,57.14,57.09,57.12,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12379,2,57.14,49.21,54.76,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12380,2,57.14,42.11,52.63,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12407,1,100.0,14.97,74.49,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12409,2,57.14,56.88,57.06,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12410,2,57.14,56.56,56.97,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12411,2,57.14,56.71,57.01,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12412,2,57.14,56.55,56.96,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12413,2,57.14,56.96,57.09,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12445,2,57.14,56.01,56.8,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12446,2,57.14,56.17,56.85,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12447,2,57.14,56.1,56.83,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12448,2,57.14,50.65,55.19,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12449,2,57.14,53.78,56.13,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12469,2,100.0,42.76,82.83,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12470,2,57.14,45.71,53.71,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12471,2,57.14,56.51,56.95,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12472,2,57.14,56.63,56.99,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12488,2,57.14,55.97,56.79,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12489,2,57.14,57.06,57.12,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12491,2,57.14,56.2,56.86,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12492,2,57.14,56.85,57.05,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12493,2,100.0,62.18,88.65,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12494,2,57.14,55.86,56.76,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12500,1,100.0,87.5,96.25,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12501,1,0.0,0.0,0.0,0,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12502,2,57.14,55.28,56.58,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12503,1,0.0,0.0,0.0,0,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12515,2,57.14,55.49,56.64,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12516,2,57.14,53.38,56.01,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12537,2,100.0,48.21,84.46,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12538,2,100.0,59.05,87.72,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12565,2,57.14,54.61,56.38,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12566,2,0.0,0.0,0.0,0,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12569,2,57.14,56.59,56.97,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12570,2,57.14,56.69,57.0,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12571,2,57.14,51.06,55.32,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12572,2,57.14,44.72,53.41,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12573,2,57.14,53.0,55.9,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12574,2,57.14,55.49,56.64,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12575,2,57.14,53.82,56.14,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12576,2,100.0,28.41,78.52,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12577,2,57.14,47.62,54.28,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12586,2,57.14,50.79,55.24,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12587,2,57.14,55.49,56.64,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12588,2,57.14,45.71,53.71,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12589,2,57.14,56.88,57.06,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12590,2,57.14,56.74,57.02,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12596,2,57.14,56.2,56.86,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12597,2,57.14,56.06,56.82,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12598,2,57.14,55.86,56.76,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12599,2,100.0,62.8,88.84,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12600,2,57.14,52.75,55.82,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12601,2,57.14,53.43,56.03,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12602,2,100.0,49.41,84.82,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12614,2,57.14,34.1,50.23,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12615,2,57.14,16.33,44.9,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12616,2,57.14,53.97,56.19,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12617,1,100.0,99.5,99.85,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12618,1,100.0,93.42,98.03,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12619,2,57.14,55.28,56.58,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12621,2,57.14,56.47,56.94,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12622,2,57.14,56.43,56.93,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12623,2,57.14,56.28,56.88,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12624,2,57.14,54.26,56.28,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12625,2,57.14,56.82,57.04,1,2026-02-25 17:23:54,CO_2115,SANITARY
1,1,12626,2,57.14,57.04,57.11,1,2026-02-25 17:23:54,CO_2115,SANITARY
