CODIGO__MUESTRA,CO_2115,EPA,epa_minus_colombia,epa_stricter_flag,colombia_only_acceptable
15730,56.99,56.99,0.0,0,0
15732,56.22,56.19,-0.030000000000001137,0,0
15733,47.92,43.54,-4.380000000000003,0,0
15734,44.72,0.0,-44.72,0,0
15735,57.08,57.08,0.0,0,0
15736,57.09,57.09,0.0,0,0
15737,57.01,57.01,0.0,0,0
15738,56.96,56.96,0.0,0,0
15739,85.56,85.3,-0.2600000000000051,0,0
15740,56.58,56.57,-0.00999999999999801,0,0
15741,57.02,57.02,0.0,0,0
15742,52.86,52.1,-0.759999999999998,0,0
15743,56.03,55.98,-0.05000000000000426,0,0
15750,57.02,57.02,0.0,0,0
15751,57.11,57.11,0.0,0,0
15752,56.76,56.75,-0.00999999999999801,0,0
15753,56.76,56.75,-0.00999999999999801,0,0
15757,86.48,86.39,-0.09000000000000341,0,0
15890,51.78,50.55,-1.230000000000004,0,0
15892,52.63,51.78,-0.8500000000000014,0,0
15893,86.3,86.23,-0.06999999999999318,0,0
15894,55.64,55.55,-0.09000000000000341,0,0
15896,88.38,88.38,0.0,0,0
15897,56.85,56.85,0.0,0,0
15898,56.85,56.85,0.0,0,0
15899,48.65,45.07,-3.5799999999999983,0,0
15900,54.94,54.76,-0.17999999999999972,0,0
15901,41.56,0.0,-41.56,0,0
15902,82.33,81.25,-1.0799999999999983,0,0
15903,47.06,41.56,-5.5,0,0
15904,48.3,44.35,-3.9499999999999957,0,0
15905,53.97,53.57,-0.3999999999999986,0,0
15907,46.94,41.27,-5.669999999999995,0,0
15908,41.83,0.0,-41.83,0,0
15909,40.66,0.0,-40.66,0,0
15910,48.74,45.24,-3.5,0,0
15911,52.1,51.02,-1.0799999999999983,0,0
15918,48.74,45.24,-3.5,0,0
15919,56.72,56.71,-0.00999999999999801,0,0
15920,55.84,55.78,-0.060000000000002274,0,0
15921,55.19,55.05,-0.14000000000000057,0,0
15922,53.06,52.38,-0.6799999999999997,0,0
15935,78.93,75.59,-3.3400000000000034,0,0
15937,48.21,44.15,-4.060000000000002,0,0
15938,46.81,40.97,-5.840000000000003,0,0
15953,87.1,87.1,0.0,0,0
15954,56.99,56.99,0.0,0,0
15955,57.01,57.01,0.0,0,0
15956,57.01,57.01,0.0,0,0
15959,80.47,77.99,-2.480000000000004,0,0
15960,51.02,49.35,-1.6700000000000017,0,0
15963,53.71,53.25,-0.46000000000000085,0,0
15964,56.38,56.36,-0.020000000000003126,0,0
15966,56.19,56.16,-0.030000000000001137,0,0
15967,87.07,87.06,-0.009999999999990905,0,0
15968,56.38,56.36,-0.020000000000003126,0,0
15969,57.13,57.13,0.0,0,0
15970,57.04,57.04,0.0,0,0
15971,86.11,86.06,-0.04999999999999716,0,0
15975,45.24,0.0,-45.24,0,0
15976,56.94,56.94,0.0,0,0
15985,45.86,0.0,-45.86,0,0
15987,57.03,57.03,0.0,0,0
15988,57.05,57.05,0.0,0,0
15990,53.84,53.41,-0.4300000000000068,0,0
15991,87.86,87.86,0.0,0,0
15992,54.08,53.71,-0.36999999999999744,0,0
15998,57.0,57.0,0.0,0,0
15999,57.03,57.03,0.0,0,0
16000,52.1,51.02,-1.0799999999999983,0,0
16001,45.4,0.0,-45.4,0,0
16002,48.74,45.24,-3.5,0,0
16003,56.93,56.93,0.0,0,0
16004,55.15,55.0,-0.14999999999999858,0,0
16006,57.09,57.09,0.0,0,0
16007,77.64,72.45,-5.189999999999998,0,0
16008,0.0,0.0,0.0,0,0
16009,56.96,56.95,-0.00999999999999801,0,0
16010,56.44,56.43,-0.00999999999999801,0,0
16011,57.08,57.08,0.0,0,0
16012,54.54,54.28,-0.259999999999998,0,0
16013,56.96,56.95,-0.00999999999999801,0,0
16014,57.1,57.1,0.0,0,0
16016,56.38,56.36,-0.020000000000003126,0,0
16017,56.98,56.98,0.0,0,0
16027,56.13,56.1,-0.030000000000001137,0,0
16038,57.06,57.06,0.0,0,0
16039,57.05,57.05,0.0,0,0
16040,57.03,57.03,0.0,0,0
16041,57.0,57.0,0.0,0,0
16042,99.75,99.75,0.0,0,0
16043,99.72,99.72,0.0,0,0
16044,56.97,56.97,0.0,0,0
16045,85.36,85.22,-0.14000000000000057,0,0
16046,56.21,56.18,-0.030000000000001137,0,0
16049,45.07,0.0,-45.07,0,0
16050,84.99,85.76,0.7700000000000102,1,0
16051,55.46,55.36,-0.10000000000000142,0,0
16052,52.63,51.78,-0.8500000000000014,0,0
16053,53.97,53.57,-0.3999999999999986,0,0
16055,55.49,55.39,-0.10000000000000142,0,0
16057,56.42,56.4,-0.020000000000003126,0,0
16059,56.49,56.47,-0.020000000000003126,0,0
16062,56.45,56.43,-0.020000000000003126,0,0
16063,56.62,56.61,-0.00999999999999801,0,0
16064,56.49,56.48,-0.010000000000005116,0,0
16065,55.24,55.1,-0.14000000000000057,0,0
16066,54.08,53.71,-0.36999999999999744,0,0
16068,71.75,71.75,0.0,0,0
16069,55.95,55.9,-0.05000000000000426,0,0
16070,49.56,46.81,-2.75,0,0
16075,56.88,56.88,0.0,0,0
16076,56.87,56.86,-0.00999999999999801,0,0
16077,52.1,51.02,-1.0799999999999983,0,0
16078,49.35,46.43,-2.9200000000000017,0,0
16079,81.99,80.75,-1.2399999999999949,0,0
16086,56.95,56.95,0.0,0,0
16087,86.8,86.72,-0.0799999999999983,0,0
16101,56.63,56.62,-0.010000000000005116,0,0
16104,51.43,50.0,-1.4299999999999997,0,0
16105,86.46,86.44,-0.01999999999999602,0,0
16106,56.92,56.91,-0.010000000000005116,0,0
16118,57.04,57.04,0.0,0,0
16119,50.55,48.57,-1.9799999999999969,0,0
16120,56.25,56.22,-0.030000000000001137,0,0
16121,55.32,55.19,-0.13000000000000256,0,0
16122,44.72,0.0,-44.72,0,0
16123,56.77,56.77,0.0,0,0
16127,55.32,55.19,-0.13000000000000256,0,0
16128,56.44,56.43,-0.00999999999999801,0,0
16129,85.62,85.45,-0.1700000000000017,0,0
16145,51.78,50.55,-1.230000000000004,0,0
16146,50.34,48.21,-2.1300000000000026,0,0
16151,50.55,48.57,-1.9799999999999969,0,0
16152,57.08,57.08,0.0,0,0
16168,53.71,53.25,-0.46000000000000085,0,0
16169,43.96,0.0,-43.96,0,0
16170,44.9,30.61,-14.29,0,0
16171,56.79,56.78,-0.00999999999999801,0,0
16172,56.79,56.78,-0.00999999999999801,0,0
16188,56.22,56.19,-0.030000000000001137,0,0
16189,51.43,50.0,-1.4299999999999997,0,0
16192,55.61,55.52,-0.0899999999999963,0,0
16193,55.76,55.69,-0.07000000000000028,0,0
16196,56.58,56.57,-0.00999999999999801,0,0
16197,56.67,56.67,0.0,0,0
16198,82.57,81.49,-1.0799999999999983,0,0
16206,50.44,48.4,-2.039999999999999,0,0
16207,0.0,0.0,0.0,0,0
16208,55.1,54.94,-0.1600000000000037,0,0
16209,55.93,55.88,-0.04999999999999716,0,0
16210,57.06,57.06,0.0,0,0
16211,87.38,87.37,-0.009999999999990905,0,0
16212,53.25,52.63,-0.6199999999999974,0,0
16213,48.4,44.54,-3.8599999999999994,0,0
16221,87.24,87.23,-0.009999999999990905,0,0
16222,87.52,87.12,-0.3999999999999915,0,0
16223,56.54,56.53,-0.00999999999999801,0,0
16224,57.07,57.07,0.0,0,0
16225,57.12,57.12,0.0,0,0
16228,52.1,51.02,-1.0799999999999983,0,0
16229,56.89,56.89,0.0,0,0
16230,87.54,87.54,0.0,0,0
16231,86.64,86.62,-0.01999999999999602,0,0
16232,57.06,57.06,0.0,0,0
16253,56.92,56.92,0.0,0,0
16254,30.05,30.05,0.0,0,0
16255,49.56,46.81,-2.75,0,0
16256,92.5,91.18,-1.3199999999999932,0,0
16257,48.21,44.15,-4.060000000000002,0,0
16258,0.0,0.0,0.0,0,0
16278,52.1,51.02,-1.0799999999999983,0,0
16279,56.22,56.19,-0.030000000000001137,0,0
16281,56.97,56.97,0.0,0,0
16282,87.26,87.25,-0.010000000000005116,0,0
16283,47.06,41.56,-5.5,0,0
16284,49.81,47.29,-2.520000000000003,0,0
16285,56.54,56.53,-0.00999999999999801,0,0
16286,56.76,56.75,-0.00999999999999801,0,0
16287,52.1,51.02,-1.0799999999999983,0,0
16288,52.1,51.02,-1.0799999999999983,0,0
16289,52.63,51.78,-0.8500000000000014,0,0
16290,32.54,32.54,0.0,0,0
16291,84.42,83.58,-0.8400000000000034,0,0
16296,72.57,30.2,-42.36999999999999,0,0
16297,49.62,46.94,-2.6799999999999997,0,0
16298,53.41,52.86,-0.5499999999999972,0,0
16299,54.38,54.08,-0.30000000000000426,0,0
16302,82.93,82.09,-0.8400000000000034,0,0
16303,52.63,51.78,-0.8500000000000014,0,0
16304,55.55,55.46,-0.0899999999999963,0,0
16305,56.91,56.91,0.0,0,0
16306,56.61,56.61,0.0,0,0
16307,56.96,56.96,0.0,0,0
16308,56.88,56.87,-0.010000000000005116,0,0
16309,87.16,87.16,0.0,0,0
16310,57.06,57.06,0.0,0,0
16311,56.64,56.64,0.0,0,0
16312,56.38,56.36,-0.020000000000003126,0,0
16313,56.31,56.28,-0.030000000000001137,0,0
16320,87.11,87.11,0.0,0,0
16321,56.8,56.8,0.0,0,0
16322,56.91,56.91,0.0,0,0
16323,54.28,53.97,-0.3100000000000023,0,0
16324,87.38,87.38,0.0,0,0
16326,56.97,56.97,0.0,0,0
16327,57.01,57.01,0.0,0,0
16328,56.76,56.75,-0.00999999999999801,0,0
16329,55.97,55.92,-0.04999999999999716,0,0
16330,56.58,56.57,-0.00999999999999801,0,0
16331,87.03,87.03,0.0,0,0
16332,85.74,85.53,-0.20999999999999375,0,0
16333,89.0,89.0,0.0,0,0
16334,87.64,87.63,-0.010000000000005116,0,0
16335,87.4,87.4,0.0,0,0
16336,56.25,56.22,-0.030000000000001137,0,0
16337,56.54,56.53,-0.00999999999999801,0,0
16338,57.08,57.08,0.0,0,0
16339,56.99,56.99,0.0,0,0
16340,56.83,56.82,-0.00999999999999801,0,0
16341,56.79,56.78,-0.00999999999999801,0,0
16342,56.76,56.75,-0.00999999999999801,0,0
16343,87.7,87.7,0.0,0,0
16344,87.6,87.6,0.0,0,0
16345,55.61,55.52,-0.0899999999999963,0,0
16346,55.71,55.64,-0.07000000000000028,0,0
16347,57.12,57.12,0.0,0,0
16349,56.5,56.48,-0.020000000000003126,0,0
16350,56.83,56.82,-0.00999999999999801,0,0
16351,57.06,57.05,-0.010000000000005116,0,0
16352,57.11,57.11,0.0,0,0
16353,86.12,86.07,-0.05000000000001137,0,0
16354,87.47,87.47,0.0,0,0
16355,86.46,86.43,-0.029999999999986926,0,0
16356,57.06,57.06,0.0,0,0
16357,85.31,85.17,-0.14000000000000057,0,0
16370,87.27,87.27,0.0,0,0
16371,86.58,86.5,-0.0799999999999983,0,0
16372,56.31,56.28,-0.030000000000001137,0,0
16373,56.79,56.78,-0.00999999999999801,0,0
16374,55.55,55.46,-0.0899999999999963,0,0
16375,82.63,81.68,-0.9499999999999886,0,0
16376,56.74,56.73,-0.010000000000005116,0,0
16380,84.21,83.74,-0.46999999999999886,0,0
16381,56.99,56.99,0.0,0,0
16382,56.91,56.9,-0.00999999999999801,0,0
16383,87.17,87.16,-0.010000000000005116,0,0
16384,56.86,56.86,0.0,0,0
16385,56.03,55.98,-0.05000000000000426,0,0
16386,56.27,56.24,-0.030000000000001137,0,0
16388,82.61,81.66,-0.9500000000000028,0,0
16402,56.0,55.95,-0.04999999999999716,0,0
16403,53.41,52.86,-0.5499999999999972,0,0
16404,54.54,54.28,-0.259999999999998,0,0
16405,56.29,56.27,-0.01999999999999602,0,0
16406,56.82,56.81,-0.00999999999999801,0,0
16417,55.28,55.15,-0.13000000000000256,0,0
16418,56.7,56.69,-0.010000000000005116,0,0
16419,87.36,87.35,-0.010000000000005116,0,0
16420,45.24,0.0,-45.24,0,0
16433,86.64,86.55,-0.09000000000000341,0,0
16434,88.53,88.52,-0.010000000000005116,0,0
16435,85.26,84.97,-0.29000000000000625,0,0
16436,56.94,56.94,0.0,0,0
16437,55.52,55.43,-0.09000000000000341,0,0
16438,57.03,57.03,0.0,0,0
16439,87.58,87.57,-0.010000000000005116,0,0
16440,55.28,55.15,-0.13000000000000256,0,0
16441,55.8,55.74,-0.05999999999999517,0,0
16444,88.76,88.75,-0.010000000000005116,0,0
16445,87.4,87.38,-0.020000000000010232,0,0
16452,54.28,53.97,-0.3100000000000023,0,0
16453,54.38,54.08,-0.30000000000000426,0,0
16454,56.5,56.48,-0.020000000000003126,0,0
16455,57.03,57.03,0.0,0,0
16456,84.97,84.29,-0.6799999999999926,0,0
16457,57.01,57.01,0.0,0,0
16460,53.84,53.41,-0.4300000000000068,0,0
16461,84.09,83.58,-0.5100000000000051,0,0
16462,56.98,56.97,-0.00999999999999801,0,0
16463,57.06,57.06,0.0,0,0
16464,56.99,56.99,0.0,0,0
16465,56.64,56.64,0.0,0,0
16466,57.0,57.0,0.0,0,0
16467,86.84,86.82,-0.020000000000010232,0,0
16469,86.71,86.68,-0.029999999999986926,0,0
16470,79.84,77.32,-2.5200000000000102,0,0
16471,52.63,51.78,-0.8500000000000014,0,0
16472,55.24,55.1,-0.14000000000000057,0,0
16473,53.41,52.86,-0.5499999999999972,0,0
16474,54.08,53.71,-0.36999999999999744,0,0
16479,55.28,55.15,-0.13000000000000256,0,0
16481,56.19,56.16,-0.030000000000001137,0,0
16483,56.21,56.18,-0.030000000000001137,0,0
16486,56.79,56.78,-0.00999999999999801,0,0
16487,56.8,56.8,0.0,0,0
16488,56.87,56.86,-0.00999999999999801,0,0
16489,56.99,56.99,0.0,0,0
16490,56.5,56.48,-0.020000000000003126,0,0
16491,56.61,56.61,0.0,0,0
16492,55.95,55.9,-0.05000000000000426,0,0
16493,86.9,86.74,-0.1600000000000108,0,0
16494,86.12,85.99,-0.13000000000000966,0,0
16500,56.58,56.57,-0.00999999999999801,0,0
16501,56.83,56.82,-0.00999999999999801,0,0
16502,86.52,86.47,-0.04999999999999716,0,0
16503,86.34,86.29,-0.04999999999999716,0,0
16504,88.31,88.31,0.0,0,0
16505,56.5,56.48,-0.020000000000003126,0,0
16506,87.16,87.16,0.0,0,0
16507,88.61,88.6,-0.010000000000005116,0,0
16508,56.82,56.81,-0.00999999999999801,0,0
16513,83.52,82.76,-0.7599999999999909,0,0
16514,87.86,87.85,-0.010000000000005116,0,0
16515,42.61,0.0,-42.61,0,0
16516,55.39,55.28,-0.10999999999999943,0,0
16524,84.11,83.6,-0.5100000000000051,0,0
16526,88.2,88.17,-0.030000000000001137,0,0
16527,87.23,87.22,-0.010000000000005116,0,0
16528,86.34,86.02,-0.3200000000000074,0,0
16529,56.5,56.48,-0.020000000000003126,0,0
16530,86.08,85.93,-0.14999999999999147,0,0
16531,56.99,56.99,0.0,0,0
16532,85.62,85.42,-0.20000000000000284,0,0
16533,79.03,75.26,-3.769999999999996,0,0
16535,30.78,30.78,0.0,0,0
16536,55.24,55.1,-0.14000000000000057,0,0
16537,54.54,54.28,-0.259999999999998,0,0
16538,56.44,56.43,-0.00999999999999801,0,0
16539,56.54,56.53,-0.00999999999999801,0,0
16540,48.21,44.15,-4.060000000000002,0,0
16541,30.23,30.23,0.0,0,0
16548,52.38,51.43,-0.9500000000000028,0,0
16549,56.88,56.88,0.0,0,0
16550,56.14,56.11,-0.030000000000001137,0,0
16551,56.93,56.93,0.0,0,0
16552,56.44,56.43,-0.00999999999999801,0,0
16553,55.0,54.82,-0.17999999999999972,0,0
16554,57.09,57.09,0.0,0,0
16555,56.13,56.1,-0.030000000000001137,0,0
16556,55.28,55.15,-0.13000000000000256,0,0
16557,54.38,54.08,-0.30000000000000426,0,0
16558,57.05,57.05,0.0,0,0
16559,57.0,57.0,0.0,0,0
16560,99.73,99.73,0.0,0,0
16563,56.31,56.28,-0.030000000000001137,0,0
16564,0.0,0.0,0.0,0,0
16565,0.0,0.0,0.0,0,0
16566,52.38,51.43,-0.9500000000000028,0,0
16567,56.91,56.9,-0.00999999999999801,0,0
16568,56.83,56.82,-0.00999999999999801,0,0
16569,56.77,56.77,0.0,0,0
16570,87.28,87.27,-0.010000000000005116,0,0
16571,55.19,55.05,-0.14000000000000057,0,0
16572,49.35,46.43,-2.9200000000000017,0,0
16573,0.0,0.0,0.0,0,0
16574,56.92,56.91,-0.010000000000005116,0,0
16580,86.75,86.71,-0.04000000000000625,0,0
16581,55.95,55.9,-0.05000000000000426,0,0
16582,88.87,88.87,0.0,0,0
16583,55.82,55.76,-0.060000000000002274,0,0
16584,86.41,86.33,-0.0799999999999983,0,0
16585,56.99,56.99,0.0,0,0
16589,56.61,56.61,0.0,0,0
16628,57.04,57.04,0.0,0,0
16629,57.04,57.04,0.0,0,0
16630,85.89,85.67,-0.21999999999999886,0,0
16637,56.74,56.73,-0.010000000000005116,0,0
16638,51.78,50.55,-1.230000000000004,0,0
16639,51.02,49.35,-1.6700000000000017,0,0
16644,83.05,81.97,-1.0799999999999983,0,0
16645,55.58,55.49,-0.0899999999999963,0,0
16646,82.18,79.26,-2.9200000000000017,0,0
16668,86.86,86.6,-0.2600000000000051,0,0
16669,54.88,54.69,-0.19000000000000483,0,0
16670,0.0,0.0,0.0,0,0
16671,52.63,51.78,-0.8500000000000014,0,0
16672,48.98,45.71,-3.269999999999996,0,0
16673,51.78,50.55,-1.230000000000004,0,0
16674,57.0,57.0,0.0,0,0
16675,56.61,56.61,0.0,0,0
16676,57.0,57.0,0.0,0,0
16693,50.55,48.57,-1.9799999999999969,0,0
16694,53.71,53.25,-0.46000000000000085,0,0
16695,56.44,56.43,-0.00999999999999801,0,0
16696,56.24,56.21,-0.030000000000001137,0,0
16697,55.76,55.69,-0.07000000000000028,0,0
16698,46.15,0.0,-46.15,0,0
16699,55.9,55.84,-0.05999999999999517,0,0
16700,47.29,42.1,-5.189999999999998,0,0
16701,51.43,50.0,-1.4299999999999997,0,0
16702,47.62,42.85,-4.769999999999996,0,0
16703,0.0,0.0,0.0,0,0
16704,71.59,71.59,0.0,0,0
16705,57.03,57.03,0.0,0,0
16706,57.01,57.01,0.0,0,0
16714,56.14,56.11,-0.030000000000001137,0,0
16715,55.9,55.84,-0.05999999999999517,0,0
16716,47.82,43.32,-4.5,0,0
16717,46.15,0.0,-46.15,0,0
16718,56.76,56.75,-0.00999999999999801,0,0
16719,56.72,56.71,-0.00999999999999801,0,0
16720,87.02,86.99,-0.030000000000001137,0,0
16721,56.03,55.98,-0.05000000000000426,0,0
16722,53.41,52.86,-0.5499999999999972,0,0
16723,53.06,52.38,-0.6799999999999997,0,0
16726,49.94,47.51,-2.4299999999999997,0,0
16727,46.01,0.0,-46.01,0,0
16728,45.07,0.0,-45.07,0,0
16729,48.57,44.9,-3.6700000000000017,0,0
16734,43.32,0.0,-43.32,0,0
16735,83.39,83.82,0.4299999999999926,1,0
16736,54.08,53.71,-0.36999999999999744,0,0
16737,54.46,54.18,-0.28000000000000114,0,0
16738,54.54,54.28,-0.259999999999998,0,0
16739,55.61,55.52,-0.0899999999999963,0,0
16740,56.76,56.75,-0.00999999999999801,0,0
16741,56.9,56.9,0.0,0,0
16742,83.65,82.8,-0.8500000000000085,0,0
16743,56.06,56.01,-0.05000000000000426,0,0
16744,55.36,55.24,-0.11999999999999744,0,0
16745,55.78,55.71,-0.07000000000000028,0,0
16748,56.67,56.67,0.0,0,0
16749,55.64,55.55,-0.09000000000000341,0,0
16750,55.1,54.94,-0.1600000000000037,0,0
16751,55.32,55.19,-0.13000000000000256,0,0
16752,54.76,54.54,-0.21999999999999886,0,0
16753,55.61,55.52,-0.0899999999999963,0,0
16754,87.18,87.18,0.0,0,0
16755,85.11,84.65,-0.45999999999999375,0,0
16756,54.54,54.28,-0.259999999999998,0,0
16757,54.54,54.28,-0.259999999999998,0,0
16760,82.56,81.32,-1.240000000000009,0,0
16761,0.0,0.0,0.0,0,0
16762,56.38,56.36,-0.020000000000003126,0,0
16763,56.5,56.48,-0.020000000000003126,0,0
16764,56.0,55.95,-0.04999999999999716,0,0
16765,57.11,57.11,0.0,0,0
16766,55.66,55.58,-0.0799999999999983,0,0
16767,53.41,52.86,-0.5499999999999972,0,0
16768,55.0,54.82,-0.17999999999999972,0,0
16769,56.8,56.8,0.0,0,0
16784,87.92,87.91,-0.010000000000005116,0,0
16785,57.09,57.09,0.0,0,0
16786,56.54,56.53,-0.00999999999999801,0,0
16787,56.88,56.87,-0.010000000000005116,0,0
16791,55.92,55.86,-0.060000000000002274,0,0
16799,56.88,56.87,-0.010000000000005116,0,0
16804,86.25,86.18,-0.06999999999999318,0,0
16826,56.58,56.57,-0.00999999999999801,0,0
16839,55.39,55.28,-0.10999999999999943,0,0
16840,56.64,56.64,0.0,0,0
16841,56.92,56.92,0.0,0,0
16847,57.09,57.09,0.0,0,0
16848,88.58,88.57,-0.010000000000005116,0,0
16849,56.91,56.91,0.0,0,0
16850,54.38,54.08,-0.30000000000000426,0,0
16851,87.23,87.23,0.0,0,0
16852,56.92,56.92,0.0,0,0
16853,56.96,56.96,0.0,0,0
16854,54.46,54.18,-0.28000000000000114,0,0
16855,56.04,56.0,-0.03999999999999915,0,0
16856,53.97,53.57,-0.3999999999999986,0,0
16867,49.42,46.56,-2.8599999999999994,0,0
16868,50.34,48.21,-2.1300000000000026,0,0
16869,55.88,55.82,-0.060000000000002274,0,0
16871,44.9,0.0,-44.9,0,0
16872,54.54,54.28,-0.259999999999998,0,0
16874,51.78,50.55,-1.230000000000004,0,0
16875,56.77,56.77,0.0,0,0
16876,50.0,47.62,-2.3800000000000026,0,0
16886,54.28,53.97,-0.3100000000000023,0,0
16887,84.21,83.87,-0.3399999999999892,0,0
16888,55.36,55.24,-0.11999999999999744,0,0
16889,87.9,87.87,-0.030000000000001137,0,0
16890,87.61,87.61,0.0,0,0
16891,55.55,55.46,-0.0899999999999963,0,0
16899,56.29,56.27,-0.01999999999999602,0,0
16900,56.92,56.91,-0.010000000000005116,0,0
16901,56.7,56.69,-0.010000000000005116,0,0
16904,56.68,56.68,0.0,0,0
16905,56.34,56.32,-0.020000000000003126,0,0
16912,56.76,56.75,-0.00999999999999801,0,0
16913,44.35,0.0,-44.35,0,0
16914,40.97,0.0,-40.97,0,0
16918,87.32,87.32,0.0,0,0
16919,86.65,86.62,-0.030000000000001137,0,0
16920,57.13,57.13,0.0,0,0
16921,55.52,55.43,-0.09000000000000341,0,0
16922,56.98,56.98,0.0,0,0
16928,86.17,86.03,-0.14000000000000057,0,0
16929,56.31,56.28,-0.030000000000001137,0,0
16930,56.3,56.28,-0.01999999999999602,0,0
16931,80.99,78.19,-2.799999999999997,0,0
16936,87.59,87.59,0.0,0,0
16950,87.05,87.04,-0.009999999999990905,0,0
16951,56.67,56.67,0.0,0,0
16953,55.97,55.92,-0.04999999999999716,0,0
16955,99.43,99.42,-0.010000000000005116,0,0
16956,56.79,56.78,-0.00999999999999801,0,0
16958,80.0,76.95,-3.049999999999997,0,0
16959,81.77,80.1,-1.6700000000000017,0,0
16960,87.15,87.13,-0.020000000000010232,0,0
16961,56.91,56.9,-0.00999999999999801,0,0
16962,87.39,87.39,0.0,0,0
16963,57.03,57.03,0.0,0,0
16964,56.38,56.36,-0.020000000000003126,0,0
16965,57.06,57.06,0.0,0,0
16966,56.76,56.75,-0.00999999999999801,0,0
16970,48.48,44.72,-3.759999999999998,0,0
16992,86.59,86.56,-0.030000000000001137,0,0
16993,53.97,53.57,-0.3999999999999986,0,0
16994,56.3,56.28,-0.01999999999999602,0,0
16995,50.0,47.62,-2.3800000000000026,0,0
17006,86.89,86.86,-0.030000000000001137,0,0
17007,87.26,87.25,-0.010000000000005116,0,0
17008,51.78,50.55,-1.230000000000004,0,0
17009,46.01,0.0,-46.01,0,0
17010,88.41,88.41,0.0,0,0
17011,56.91,56.91,0.0,0,0
17012,56.58,56.57,-0.00999999999999801,0,0
17018,55.55,55.46,-0.0899999999999963,0,0
17019,56.5,56.48,-0.020000000000003126,0,0
17020,57.06,57.06,0.0,0,0
17021,57.07,57.07,0.0,0,0
17022,57.08,57.08,0.0,0,0
17023,56.79,56.78,-0.00999999999999801,0,0
17024,57.12,57.12,0.0,0,0
17046,57.11,57.11,0.0,0,0
17050,30.33,30.33,0.0,0,0
17051,56.8,56.8,0.0,0,0
17052,57.03,57.03,0.0,0,0
17060,56.38,56.36,-0.020000000000003126,0,0
17061,87.45,87.44,-0.010000000000005116,0,0
17062,53.41,52.86,-0.5499999999999972,0,0
17063,55.8,55.74,-0.05999999999999517,0,0
17064,57.08,57.08,0.0,0,0
17065,56.38,56.36,-0.020000000000003126,0,0
17066,57.04,57.04,0.0,0,0
17068,87.47,87.47,0.0,0,0
17069,57.06,57.05,-0.010000000000005116,0,0
17070,52.1,51.02,-1.0799999999999983,0,0
17071,53.41,52.86,-0.5499999999999972,0,0
17072,55.0,54.82,-0.17999999999999972,0,0
17073,54.54,54.28,-0.259999999999998,0,0
17077,55.36,55.24,-0.11999999999999744,0,0
17078,56.61,56.61,0.0,0,0
17079,56.76,56.75,-0.00999999999999801,0,0
17080,53.25,52.63,-0.6199999999999974,0,0
17081,56.92,56.92,0.0,0,0
17082,56.93,56.93,0.0,0,0
17083,56.85,56.85,0.0,0,0
17084,85.59,85.41,-0.18000000000000682,0,0
17085,85.84,85.76,-0.0799999999999983,0,0
17086,56.82,56.81,-0.00999999999999801,0,0
17087,56.83,56.82,-0.00999999999999801,0,0
17088,56.86,56.86,0.0,0,0
17089,56.23,56.2,-0.02999999999999403,0,0
17090,56.24,56.21,-0.030000000000001137,0,0
17091,55.28,55.15,-0.13000000000000256,0,0
17092,56.03,55.98,-0.05000000000000426,0,0
17093,56.96,56.95,-0.00999999999999801,0,0
17099,57.03,57.03,0.0,0,0
17100,57.12,57.12,0.0,0,0
17101,87.09,87.09,0.0,0,0
17102,52.86,52.1,-0.759999999999998,0,0
17178,86.12,85.93,-0.18999999999999773,0,0
17217,56.35,56.32,-0.030000000000001137,0,0
17224,88.54,88.53,-0.010000000000005116,0,0
17225,56.98,56.98,0.0,0,0
17237,57.01,57.01,0.0,0,0
17247,87.87,87.81,-0.060000000000002274,0,0
17248,50.44,48.4,-2.039999999999999,0,0
17249,45.4,0.0,-45.4,0,0
17250,56.14,56.11,-0.030000000000001137,0,0
17253,51.78,50.55,-1.230000000000004,0,0
17254,56.5,56.48,-0.020000000000003126,0,0
17256,56.44,56.43,-0.00999999999999801,0,0
17257,56.54,56.53,-0.00999999999999801,0,0
17258,55.58,55.49,-0.0899999999999963,0,0
17259,84.99,84.77,-0.21999999999999886,0,0
17260,89.96,89.94,-0.01999999999999602,0,0
17261,99.47,99.46,-0.010000000000005116,0,0
17262,56.58,56.57,-0.00999999999999801,0,0
17263,97.69,97.58,-0.10999999999999943,0,0
17264,45.24,0.0,-45.24,0,0
17265,86.44,86.28,-0.1599999999999966,0,0
17266,89.46,89.45,-0.009999999999990905,0,0
17267,87.48,87.48,0.0,0,0
17268,42.1,0.0,-42.1,0,0
17269,89.67,89.67,0.0,0,0
17271,73.7,31.34,-42.36,0,0
17272,85.58,85.02,-0.5600000000000023,0,0
17273,51.43,50.0,-1.4299999999999997,0,0
17274,52.1,51.02,-1.0799999999999983,0,0
17275,48.9,45.56,-3.3399999999999963,0,0
17276,89.65,90.23,0.5799999999999983,1,0
17277,85.64,86.18,0.5400000000000063,1,0
17278,54.08,53.71,-0.36999999999999744,0,0
17279,88.47,88.47,0.0,0,0
17280,55.49,55.39,-0.10000000000000142,0,0
17281,55.1,54.94,-0.1600000000000037,0,0
17282,56.89,56.89,0.0,0,0
17283,56.77,56.77,0.0,0,0
17284,56.99,56.99,0.0,0,0
17285,53.97,53.57,-0.3999999999999986,0,0
17286,56.8,56.8,0.0,0,0
17287,54.18,53.84,-0.3399999999999963,0,0
