Unnamed: 0,NOMBRE DEL PUNTO DE MONITOREO,LATITUD,LONGITUD,ELEVACIÓN (m.s.n.m.),CORRIENTE,ZONA HIDROGRÁFICA - ZH,SZH - Código (#Área#Zona##Subzona),Nombre Subzona Hidrográfica,DEPARTAMENTO,MUNICIPIO,FECHA,PROPIEDAD OBSERVADA ,*RESULTADO,UNIDAD DEL RESULTADO,PROYECTO,CODIGO__MUESTRA,parameter_std,value_raw,is_censored,value_num,unit_raw
,RCA_CARDENILLO_BOY_GUICAN_LAPLAYA CARDENILLO [24037001],6.499555556,-72.37613889,3742,CARDENILLO,Sogamoso,2403,Río Chicamocha,BOYACÁ,GUICÁN,2022-06-30,NITRATO,<0.1,mg N-NO3-/L,Ideam,28949,Nitrate,<0.1,True,0.1,mg N-NO3-/L
,RCA_CARDENILLO_BOY_GUICAN_LAPLAYA CARDENILLO [24037001],6.499555556,-72.37613889,3742,CARDENILLO,Sogamoso,2403,Río Chicamocha,BOYACÁ,GUICÁN,2022-06-30,NITRITO,<0.006,mg N-NO2-/L,Ideam,28949,Nitrite,<0.006,True,0.006,mg N-NO2-/L
,RCA_CARDENILLO_BOY_GUICAN_LAPLAYA CARDENILLO [24037001],6.499555556,-72.37613889,3742,CARDENILLO,Sogamoso,2403,Río Chicamocha,BOYACÁ,GUICÁN,2022-06-30,NITROGENO AMONIACAL,<0.1,mg N-NH3-/L,Ideam,28949,Ammoniacal Nitrogen,<0.1,True,0.1,mg N-NH3-/L
,RCA_CARDENILLO_BOY_GUICAN_LAPLAYA CARDENILLO [24037001],6.499555556,-72.37613889,3742,CARDENILLO,Sogamoso,2403,Río Chicamocha,BOYACÁ,GUICÁN,2022-06-30,OXIGENO DISUELTO (OD),7.6,mg O2/L,Ideam,28949,Dissolved Oxygen,7.6,False,7.6,mg O2/L
,RCA_CARDENILLO_BOY_GUICAN_LAPLAYA CARDENILLO [24037001],6.499555556,-72.37613889,3742,CARDENILLO,Sogamoso,2403,Río Chicamocha,BOYACÁ,GUICÁN,2022-06-30,pH,6.7,Unidades de pH,Ideam,28949,pH,6.7,False,6.7,Unidades de pH
,RCA_CARDENILLO_BOY_GUICAN_LAPLAYA CARDENILLO [24037001],6.499555556,-72.37613889,3742,CARDENILLO,Sogamoso,2403,Río Chicamocha,BOYACÁ,GUICÁN,2022-06-30,SOLIDOS SUSPENDIDOS TOTALES,<5,mg/L,Ideam,28949,Total Suspended Solids,<5,True,5.0,mg/L
,RCA_CARDENILLO_BOY_GUICAN_LAPLAYA CARDENILLO [24037001],6.499555556,-72.37613889,3742,CARDENILLO,Sogamoso,2403,Río Chicamocha,BOYACÁ,GUICÁN,2022-06-30,SULFATO,9.76,mg SO4-2/L,Ideam,28949,Sulfate,9.76,False,9.76,mg SO4-2/L
,RCA_CARDENILLO_BOY_GUICAN_LAPLAYA CARDENILLO [24037001],6.499555556,-72.37613889,3742,CARDENILLO,Sogamoso,2403,Río Chicamocha,BOYACÁ,GUICÁN,2022-06-30,TEMPERATURA,8.1,°C,Ideam,28949,Temperature,8.1,False,8.1,°C
,RCA_CARDENILLO_BOY_GUICAN_LAPLAYA CARDENILLO [24037001],6.499555556,-72.37613889,3742,CARDENILLO,Sogamoso,2403,Río Chicamocha,BOYACÁ,GUICÁN,2022-06-30,TURBIDEZ,2,NTU,Ideam,28949,Turbidity,2,False,2.0,NTU
,RCA_CARDENILLO_BOY_GUICAN_LAPLAYA CARDENILLO [24037001],6.499555556,-72.37613889,3742,CARDENILLO,Sogamoso,2403,Río Chicamocha,BOYACÁ,GUICÁN,2022-09-15,CONDUCTIVIDAD ELECTRICA,87,µS/cm,Ideam,29050,Electrical Conductivity,87,False,87.0,µS/cm
,RCA_CARDENILLO_BOY_GUICAN_LAPLAYA CARDENILLO [24037001],6.499555556,-72.37613889,3742,CARDENILLO,Sogamoso,2403,Río Chicamocha,BOYACÁ,GUICÁN,2022-09-15,DEMANDA QUIMICA DE OXIGENO (DQO),<10,mg O2/L,Ideam,29050,COD,<10,True,10.0,mg O2/L
,RCA_CARDENILLO_BOY_GUICAN_LAPLAYA CARDENILLO [24037001],6.499555556,-72.37613889,3742,CARDENILLO,Sogamoso,2403,Río Chicamocha,BOYACÁ,GUICÁN,2022-09-15,NITRATO,0.27,mg N-NO3-/L,Ideam,29050,Nitrate,0.27,False,0.27,mg N-NO3-/L
,RCA_CARDENILLO_BOY_GUICAN_LAPLAYA CARDENILLO [24037001],6.499555556,-72.37613889,3742,CARDENILLO,Sogamoso,2403,Río Chicamocha,BOYACÁ,GUICÁN,2022-09-15,NITRITO,<0.006,mg N-NO2-/L,Ideam,29050,Nitrite,<0.006,True,0.006,mg N-NO2-/L
,RCA_CARDENILLO_BOY_GUICAN_LAPLAYA CARDENILLO [24037001],6.499555556,-72.37613889,3742,CARDENILLO,Sogamoso,2403,Río Chicamocha,BOYACÁ,GUICÁN,2022-09-15,NITROGENO AMONIACAL,<0.1,mg N-NH3-/L,Ideam,29050,Ammoniacal Nitrogen,<0.1,True,0.1,mg N-NH3-/L
,RCA_CARDENILLO_BOY_GUICAN_LAPLAYA CARDENILLO [24037001],6.499555556,-72.37613889,3742,CARDENILLO,Sogamoso,2403,Río Chicamocha,BOYACÁ,GUICÁN,2022-09-15,OXIGENO DISUELTO (OD),6.5,mg O2/L,Ideam,29050,Dissolved Oxygen,6.5,False,6.5,mg O2/L
,RCA_CARDENILLO_BOY_GUICAN_LAPLAYA CARDENILLO [24037001],6.499555556,-72.37613889,3742,CARDENILLO,Sogamoso,2403,Río Chicamocha,BOYACÁ,GUICÁN,2022-09-15,pH,8.22,Unidades de pH,Ideam,29050,pH,8.22,False,8.22,Unidades de pH
,RCA_CARDENILLO_BOY_GUICAN_LAPLAYA CARDENILLO [24037001],6.499555556,-72.37613889,3742,CARDENILLO,Sogamoso,2403,Río Chicamocha,BOYACÁ,GUICÁN,2022-09-15,SOLIDOS SUSPENDIDOS TOTALES,<5,mg/L,Ideam,29050,Total Suspended Solids,<5,True,5.0,mg/L
,RCA_CARDENILLO_BOY_GUICAN_LAPLAYA CARDENILLO [24037001],6.499555556,-72.37613889,3742,CARDENILLO,Sogamoso,2403,Río Chicamocha,BOYACÁ,GUICÁN,2022-09-15,SULFATO,11.26,mg SO4-2/L,Ideam,29050,Sulfate,11.26,False,11.26,mg SO4-2/L
,RCA_CARDENILLO_BOY_GUICAN_LAPLAYA CARDENILLO [24037001],6.499555556,-72.37613889,3742,CARDENILLO,Sogamoso,2403,Río Chicamocha,BOYACÁ,GUICÁN,2022-09-15,TEMPERATURA,12.3,°C,Ideam,29050,Temperature,12.3,False,12.3,°C
,RCA_CARDENILLO_BOY_GUICAN_LAPLAYA CARDENILLO [24037001],6.499555556,-72.37613889,3742,CARDENILLO,Sogamoso,2403,Río Chicamocha,BOYACÁ,GUICÁN,2022-09-15,TURBIDEZ,7.9,NTU,Ideam,29050,Turbidity,7.9,False,7.9,NTU
,RCA_CARDENILLO_BOY_GUICAN_LAPLAYA CARDENILLO [24037001],6.499555556,-72.37613889,3742,CARDENILLO,Sogamoso,2403,Río Chicamocha,BOYACÁ,GUICÁN,2023-07-24,CONDUCTIVIDAD ELECTRICA,66.5,µS/cm,Ideam,29482,Electrical Conductivity,66.5,False,66.5,µS/cm
,RCA_CARDENILLO_BOY_GUICAN_LAPLAYA CARDENILLO [24037001],6.499555556,-72.37613889,3742,CARDENILLO,Sogamoso,2403,Río Chicamocha,BOYACÁ,GUICÁN,2023-07-24,DEMANDA QUIMICA DE OXIGENO (DQO),<10,mg O2/L,Ideam,29482,COD,<10,True,10.0,mg O2/L
,RCA_CARDENILLO_BOY_GUICAN_LAPLAYA CARDENILLO [24037001],6.499555556,-72.37613889,3742,CARDENILLO,Sogamoso,2403,Río Chicamocha,BOYACÁ,GUICÁN,2023-07-24,NITRATO,0.032,mg N-NO3-/L,Ideam,29482,Nitrate,0.032,False,0.032,mg N-NO3-/L
,RCA_CARDENILLO_BOY_GUICAN_LAPLAYA CARDENILLO [24037001],6.499555556,-72.37613889,3742,CARDENILLO,Sogamoso,2403,Río Chicamocha,BOYACÁ,GUICÁN,2023-07-24,NITRITO,<0.006,mg N-NO2-/L,Ideam,29482,Nitrite,<0.006,True,0.006,mg N-NO2-/L
,RCA_CARDENILLO_BOY_GUICAN_LAPLAYA CARDENILLO [24037001],6.499555556,-72.37613889,3742,CARDENILLO,Sogamoso,2403,Río Chicamocha,BOYACÁ,GUICÁN,2023-07-24,OXIGENO DISUELTO (OD),5.3,mg O2/L,Ideam,29482,Dissolved Oxygen,5.3,False,5.3,mg O2/L
,RCA_CARDENILLO_BOY_GUICAN_LAPLAYA CARDENILLO [24037001],6.499555556,-72.37613889,3742,CARDENILLO,Sogamoso,2403,Río Chicamocha,BOYACÁ,GUICÁN,2023-07-24,pH,9.82,Unidades de pH,Ideam,29482,pH,9.82,False,9.82,Unidades de pH
,RCA_CARDENILLO_BOY_GUICAN_LAPLAYA CARDENILLO [24037001],6.499555556,-72.37613889,3742,CARDENILLO,Sogamoso,2403,Río Chicamocha,BOYACÁ,GUICÁN,2023-07-24,SOLIDOS SUSPENDIDOS TOTALES,<5,mg/L,Ideam,29482,Total Suspended Solids,<5,True,5.0,mg/L
,RCA_CARDENILLO_BOY_GUICAN_LAPLAYA CARDENILLO [24037001],6.499555556,-72.37613889,3742,CARDENILLO,Sogamoso,2403,Río Chicamocha,BOYACÁ,GUICÁN,2023-07-24,SULFATO,13.3,mg SO4-2/L,Ideam,29482,Sulfate,13.3,False,13.3,mg SO4-2/L
,RCA_CARDENILLO_BOY_GUICAN_LAPLAYA CARDENILLO [24037001],6.499555556,-72.37613889,3742,CARDENILLO,Sogamoso,2403,Río Chicamocha,BOYACÁ,GUICÁN,2023-07-24,TEMPERATURA,12.6,°C,Ideam,29482,Temperature,12.6,False,12.6,°C
,RCA_CARDENILLO_BOY_GUICAN_LAPLAYA CARDENILLO [24037001],6.499555556,-72.37613889,3742,CARDENILLO,Sogamoso,2403,Río Chicamocha,BOYACÁ,GUICÁN,2023-07-24,TURBIDEZ,2.2,NTU,Ideam,29482,Turbidity,2.2,False,2.2,NTU
,RCA_CARDENILLO_BOY_GUICAN_PTE.VDA CALVARIO [24037620],6.490361111,-72.407,3106,CARDENILLO,Sogamoso,2403,Río Chicamocha,BOYACÁ,GUICÁN,2013-06-18,CONDUCTIVIDAD ELECTRICA,48.8,µS/cm,Ideam,22376,Electrical Conductivity,48.8,False,48.8,µS/cm
,RCA_CARDENILLO_BOY_GUICAN_PTE.VDA CALVARIO [24037620],6.490361111,-72.407,3106,CARDENILLO,Sogamoso,2403,Río Chicamocha,BOYACÁ,GUICÁN,2014-09-22,CONDUCTIVIDAD ELECTRICA,45.1,µS/cm,Ideam,23446,Electrical Conductivity,45.1,False,45.1,µS/cm
,RCA_CARDENILLO_BOY_GUICAN_PTE.VDA CALVARIO [24037620],6.490361111,-72.407,3106,CARDENILLO,Sogamoso,2403,Río Chicamocha,BOYACÁ,GUICÁN,2014-10-21,CONDUCTIVIDAD ELECTRICA,47.69,µS/cm,Ideam,23590,Electrical Conductivity,47.69,False,47.69,µS/cm
,RCA_CARDENILLO_BOY_GUICAN_PTE.VDA CALVARIO [24037620],6.490361111,-72.407,3106,CARDENILLO,Sogamoso,2403,Río Chicamocha,BOYACÁ,GUICÁN,2014-12-05,CONDUCTIVIDAD ELECTRICA,59.7,µS/cm,Ideam,23681,Electrical Conductivity,59.7,False,59.7,µS/cm
,RCA_CARDENILLO_BOY_GUICAN_PTE.VDA CALVARIO [24037620],6.490361111,-72.407,3106,CARDENILLO,Sogamoso,2403,Río Chicamocha,BOYACÁ,GUICÁN,2015-01-13,CONDUCTIVIDAD ELECTRICA,54.46,µS/cm,Ideam,23729,Electrical Conductivity,54.46,False,54.46,µS/cm
,RCA_CARDENILLO_BOY_GUICAN_PTE.VDA CALVARIO [24037620],6.490361111,-72.407,3106,CARDENILLO,Sogamoso,2403,Río Chicamocha,BOYACÁ,GUICÁN,2015-02-13,CONDUCTIVIDAD ELECTRICA,37.3,µS/cm,Ideam,23770,Electrical Conductivity,37.3,False,37.3,µS/cm
,RCA_CARDENILLO_BOY_GUICAN_PTE.VDA CALVARIO [24037620],6.490361111,-72.407,3106,CARDENILLO,Sogamoso,2403,Río Chicamocha,BOYACÁ,GUICÁN,2015-05-11,CONDUCTIVIDAD ELECTRICA,48.8,µS/cm,Ideam,23867,Electrical Conductivity,48.8,False,48.8,µS/cm
,RCA_CARDENILLO_BOY_GUICAN_PTE.VDA CALVARIO [24037620],6.490361111,-72.407,3106,CARDENILLO,Sogamoso,2403,Río Chicamocha,BOYACÁ,GUICÁN,2015-05-26,CONDUCTIVIDAD ELECTRICA,37.81,µS/cm,Ideam,23896,Electrical Conductivity,37.81,False,37.81,µS/cm
,RCA_CARDENILLO_BOY_GUICAN_PTE.VDA CALVARIO [24037620],6.490361111,-72.407,3106,CARDENILLO,Sogamoso,2403,Río Chicamocha,BOYACÁ,GUICÁN,2015-07-20,CONDUCTIVIDAD ELECTRICA,32.4,µS/cm,Ideam,23990,Electrical Conductivity,32.4,False,32.4,µS/cm
,RCA_CARDENILLO_BOY_GUICAN_PTE.VDA CALVARIO [24037620],6.490361111,-72.407,3106,CARDENILLO,Sogamoso,2403,Río Chicamocha,BOYACÁ,GUICÁN,2015-08-25,CONDUCTIVIDAD ELECTRICA,42.42,µS/cm,Ideam,24069,Electrical Conductivity,42.42,False,42.42,µS/cm
,RCA_CARDENILLO_BOY_GUICAN_PTE.VDA CALVARIO [24037620],6.490361111,-72.407,3106,CARDENILLO,Sogamoso,2403,Río Chicamocha,BOYACÁ,GUICÁN,2015-10-06,CONDUCTIVIDAD ELECTRICA,43.42,µS/cm,Ideam,24175,Electrical Conductivity,43.42,False,43.42,µS/cm
,RCA_CARDENILLO_BOY_GUICAN_PTE.VDA CALVARIO [24037620],6.490361111,-72.407,3106,CARDENILLO,Sogamoso,2403,Río Chicamocha,BOYACÁ,GUICÁN,2015-11-17,CONDUCTIVIDAD ELECTRICA,49.5,µS/cm,Ideam,24351,Electrical Conductivity,49.5,False,49.5,µS/cm
,RCA_CARDENILLO_BOY_GUICAN_PTE.VDA CALVARIO [24037620],6.490361111,-72.407,3106,CARDENILLO,Sogamoso,2403,Río Chicamocha,BOYACÁ,GUICÁN,2016-06-12,CONDUCTIVIDAD ELECTRICA,43,µS/cm,Ideam,24698,Electrical Conductivity,43,False,43.0,µS/cm
,RCA_CARDENILLO_BOY_GUICAN_PTE.VDA CALVARIO [24037620],6.490361111,-72.407,3106,CARDENILLO,Sogamoso,2403,Río Chicamocha,BOYACÁ,GUICÁN,2016-08-14,CONDUCTIVIDAD ELECTRICA,48.69,µS/cm,Ideam,24925,Electrical Conductivity,48.69,False,48.69,µS/cm
,RCA_CARDENILLO_BOY_GUICAN_PTE.VDA CALVARIO [24037620],6.490361111,-72.407,3106,CARDENILLO,Sogamoso,2403,Río Chicamocha,BOYACÁ,GUICÁN,2016-09-22,CONDUCTIVIDAD ELECTRICA,49.95,µS/cm,Ideam,25155,Electrical Conductivity,49.95,False,49.95,µS/cm
,RCA_CARDENILLO_BOY_GUICAN_PTE.VDA CALVARIO [24037620],6.490361111,-72.407,3106,CARDENILLO,Sogamoso,2403,Río Chicamocha,BOYACÁ,GUICÁN,2017-03-20,CONDUCTIVIDAD ELECTRICA,56.14,µS/cm,Ideam,25870,Electrical Conductivity,56.14,False,56.14,µS/cm
,RCA_CARDENILLO_BOY_GUICAN_PTE.VDA CALVARIO [24037620],6.490361111,-72.407,3106,CARDENILLO,Sogamoso,2403,Río Chicamocha,BOYACÁ,GUICÁN,2017-05-21,CONDUCTIVIDAD ELECTRICA,56.6,µS/cm,Ideam,26375,Electrical Conductivity,56.6,False,56.6,µS/cm
,RCA_CARDENILLO_BOY_GUICAN_PTE.VDA CALVARIO [24037620],6.490361111,-72.407,3106,CARDENILLO,Sogamoso,2403,Río Chicamocha,BOYACÁ,GUICÁN,2017-09-27,CONDUCTIVIDAD ELECTRICA,45.6,µS/cm,Ideam,26566,Electrical Conductivity,45.6,False,45.6,µS/cm
,RCA_CARDENILLO_BOY_GUICAN_PTE.VDA CALVARIO [24037620],6.490361111,-72.407,3106,CARDENILLO,Sogamoso,2403,Río Chicamocha,BOYACÁ,GUICÁN,2017-12-18,CONDUCTIVIDAD ELECTRICA,71,µS/cm,Ideam,26717,Electrical Conductivity,71,False,71.0,µS/cm
,RCA_CARDENILLO_BOY_GUICAN_PTE.VDA CALVARIO [24037620],6.490361111,-72.407,3106,CARDENILLO,Sogamoso,2403,Río Chicamocha,BOYACÁ,GUICÁN,2018-03-18,CONDUCTIVIDAD ELECTRICA,51.1,µS/cm,Ideam,26839,Electrical Conductivity,51.1,False,51.1,µS/cm
,RCA_CARDENILLO_BOY_GUICAN_PTE.VDA CALVARIO [24037620],6.490361111,-72.407,3106,CARDENILLO,Sogamoso,2403,Río Chicamocha,BOYACÁ,GUICÁN,2018-08-14,CONDUCTIVIDAD ELECTRICA,43.8,µS/cm,Ideam,26974,Electrical Conductivity,43.8,False,43.8,µS/cm
,RCA_CARDENILLO_BOY_GUICAN_PTE.VDA CALVARIO [24037620],6.490361111,-72.407,3106,CARDENILLO,Sogamoso,2403,Río Chicamocha,BOYACÁ,GUICÁN,2013-06-18,DEMANDA QUIMICA DE OXIGENO (DQO),<10,mg O2/L,Ideam,22376,COD,<10,True,10.0,mg O2/L
,RCA_CARDENILLO_BOY_GUICAN_PTE.VDA CALVARIO [24037620],6.490361111,-72.407,3106,CARDENILLO,Sogamoso,2403,Río Chicamocha,BOYACÁ,GUICÁN,2014-06-18,DEMANDA QUIMICA DE OXIGENO (DQO),<10,mg O2/L,Ideam,23286,COD,<10,True,10.0,mg O2/L
,RCA_CARDENILLO_BOY_GUICAN_PTE.VDA CALVARIO [24037620],6.490361111,-72.407,3106,CARDENILLO,Sogamoso,2403,Río Chicamocha,BOYACÁ,GUICÁN,2014-09-22,DEMANDA QUIMICA DE OXIGENO (DQO),<10,mg O2/L,Ideam,23446,COD,<10,True,10.0,mg O2/L
,RCA_CARDENILLO_BOY_GUICAN_PTE.VDA CALVARIO [24037620],6.490361111,-72.407,3106,CARDENILLO,Sogamoso,2403,Río Chicamocha,BOYACÁ,GUICÁN,2014-10-21,DEMANDA QUIMICA DE OXIGENO (DQO),27,mg O2/L,Ideam,23590,COD,27,False,27.0,mg O2/L
,RCA_CARDENILLO_BOY_GUICAN_PTE.VDA CALVARIO [24037620],6.490361111,-72.407,3106,CARDENILLO,Sogamoso,2403,Río Chicamocha,BOYACÁ,GUICÁN,2014-12-05,DEMANDA QUIMICA DE OXIGENO (DQO),<10,mg O2/L,Ideam,23681,COD,<10,True,10.0,mg O2/L
,RCA_CARDENILLO_BOY_GUICAN_PTE.VDA CALVARIO [24037620],6.490361111,-72.407,3106,CARDENILLO,Sogamoso,2403,Río Chicamocha,BOYACÁ,GUICÁN,2015-01-13,DEMANDA QUIMICA DE OXIGENO (DQO),13,mg O2/L,Ideam,23729,COD,13,False,13.0,mg O2/L
,RCA_CARDENILLO_BOY_GUICAN_PTE.VDA CALVARIO [24037620],6.490361111,-72.407,3106,CARDENILLO,Sogamoso,2403,Río Chicamocha,BOYACÁ,GUICÁN,2015-02-13,DEMANDA QUIMICA DE OXIGENO (DQO),<10,mg O2/L,Ideam,23770,COD,<10,True,10.0,mg O2/L
,RCA_CARDENILLO_BOY_GUICAN_PTE.VDA CALVARIO [24037620],6.490361111,-72.407,3106,CARDENILLO,Sogamoso,2403,Río Chicamocha,BOYACÁ,GUICÁN,2015-05-11,DEMANDA QUIMICA DE OXIGENO (DQO),<10,mg O2/L,Ideam,23867,COD,<10,True,10.0,mg O2/L
,RCA_CARDENILLO_BOY_GUICAN_PTE.VDA CALVARIO [24037620],6.490361111,-72.407,3106,CARDENILLO,Sogamoso,2403,Río Chicamocha,BOYACÁ,GUICÁN,2015-05-26,DEMANDA QUIMICA DE OXIGENO (DQO),14,mg O2/L,Ideam,23896,COD,14,False,14.0,mg O2/L
,RCA_CARDENILLO_BOY_GUICAN_PTE.VDA CALVARIO [24037620],6.490361111,-72.407,3106,CARDENILLO,Sogamoso,2403,Río Chicamocha,BOYACÁ,GUICÁN,2015-07-20,DEMANDA QUIMICA DE OXIGENO (DQO),<10,mg O2/L,Ideam,23990,COD,<10,True,10.0,mg O2/L
,RCA_CARDENILLO_BOY_GUICAN_PTE.VDA CALVARIO [24037620],6.490361111,-72.407,3106,CARDENILLO,Sogamoso,2403,Río Chicamocha,BOYACÁ,GUICÁN,2015-08-25,DEMANDA QUIMICA DE OXIGENO (DQO),<10,mg O2/L,Ideam,24069,COD,<10,True,10.0,mg O2/L
,RCA_CARDENILLO_BOY_GUICAN_PTE.VDA CALVARIO [24037620],6.490361111,-72.407,3106,CARDENILLO,Sogamoso,2403,Río Chicamocha,BOYACÁ,GUICÁN,2015-10-06,DEMANDA QUIMICA DE OXIGENO (DQO),<10,mg O2/L,Ideam,24175,COD,<10,True,10.0,mg O2/L
,RCA_CARDENILLO_BOY_GUICAN_PTE.VDA CALVARIO [24037620],6.490361111,-72.407,3106,CARDENILLO,Sogamoso,2403,Río Chicamocha,BOYACÁ,GUICÁN,2015-11-17,DEMANDA QUIMICA DE OXIGENO (DQO),<10,mg O2/L,Ideam,24351,COD,<10,True,10.0,mg O2/L
,RCA_CARDENILLO_BOY_GUICAN_PTE.VDA CALVARIO [24037620],6.490361111,-72.407,3106,CARDENILLO,Sogamoso,2403,Río Chicamocha,BOYACÁ,GUICÁN,2016-06-12,DEMANDA QUIMICA DE OXIGENO (DQO),13,mg O2/L,Ideam,24698,COD,13,False,13.0,mg O2/L
,RCA_CARDENILLO_BOY_GUICAN_PTE.VDA CALVARIO [24037620],6.490361111,-72.407,3106,CARDENILLO,Sogamoso,2403,Río Chicamocha,BOYACÁ,GUICÁN,2016-08-14,DEMANDA QUIMICA DE OXIGENO (DQO),<10,mg O2/L,Ideam,24925,COD,<10,True,10.0,mg O2/L
,RCA_CARDENILLO_BOY_GUICAN_PTE.VDA CALVARIO [24037620],6.490361111,-72.407,3106,CARDENILLO,Sogamoso,2403,Río Chicamocha,BOYACÁ,GUICÁN,2016-09-22,DEMANDA QUIMICA DE OXIGENO (DQO),12,mg O2/L,Ideam,25155,COD,12,False,12.0,mg O2/L
,RCA_CARDENILLO_BOY_GUICAN_PTE.VDA CALVARIO [24037620],6.490361111,-72.407,3106,CARDENILLO,Sogamoso,2403,Río Chicamocha,BOYACÁ,GUICÁN,2017-03-20,DEMANDA QUIMICA DE OXIGENO (DQO),<10,mg O2/L,Ideam,25870,COD,<10,True,10.0,mg O2/L
,RCA_CARDENILLO_BOY_GUICAN_PTE.VDA CALVARIO [24037620],6.490361111,-72.407,3106,CARDENILLO,Sogamoso,2403,Río Chicamocha,BOYACÁ,GUICÁN,2017-05-21,DEMANDA QUIMICA DE OXIGENO (DQO),<10,mg O2/L,Ideam,26375,COD,<10,True,10.0,mg O2/L
,RCA_CARDENILLO_BOY_GUICAN_PTE.VDA CALVARIO [24037620],6.490361111,-72.407,3106,CARDENILLO,Sogamoso,2403,Río Chicamocha,BOYACÁ,GUICÁN,2017-09-27,DEMANDA QUIMICA DE OXIGENO (DQO),11,mg O2/L,Ideam,26566,COD,11,False,11.0,mg O2/L
,RCA_CARDENILLO_BOY_GUICAN_PTE.VDA CALVARIO [24037620],6.490361111,-72.407,3106,CARDENILLO,Sogamoso,2403,Río Chicamocha,BOYACÁ,GUICÁN,2017-12-18,DEMANDA QUIMICA DE OXIGENO (DQO),<10,mg O2/L,Ideam,26717,COD,<10,True,10.0,mg O2/L
,RCA_CARDENILLO_BOY_GUICAN_PTE.VDA CALVARIO [24037620],6.490361111,-72.407,3106,CARDENILLO,Sogamoso,2403,Río Chicamocha,BOYACÁ,GUICÁN,2018-03-18,DEMANDA QUIMICA DE OXIGENO (DQO),14,mg O2/L,Ideam,26839,COD,14,False,14.0,mg O2/L
,RCA_CARDENILLO_BOY_GUICAN_PTE.VDA CALVARIO [24037620],6.490361111,-72.407,3106,CARDENILLO,Sogamoso,2403,Río Chicamocha,BOYACÁ,GUICÁN,2018-08-14,DEMANDA QUIMICA DE OXIGENO (DQO),12,mg O2/L,Ideam,26974,COD,12,False,12.0,mg O2/L
,RCA_CARDENILLO_BOY_GUICAN_PTE.VDA CALVARIO [24037620],6.490361111,-72.407,3106,CARDENILLO,Sogamoso,2403,Río Chicamocha,BOYACÁ,GUICÁN,2013-06-18,NITRATO,0.052,mg N-NO3-/L,Ideam,22376,Nitrate,0.052,False,0.052,mg N-NO3-/L
,RCA_CARDENILLO_BOY_GUICAN_PTE.VDA CALVARIO [24037620],6.490361111,-72.407,3106,CARDENILLO,Sogamoso,2403,Río Chicamocha,BOYACÁ,GUICÁN,2014-06-18,NITRATO,<0.05,mg N-NO3-/L,Ideam,23286,Nitrate,<0.05,True,0.05,mg N-NO3-/L
,RCA_CARDENILLO_BOY_GUICAN_PTE.VDA CALVARIO [24037620],6.490361111,-72.407,3106,CARDENILLO,Sogamoso,2403,Río Chicamocha,BOYACÁ,GUICÁN,2013-06-18,NITRITO,<0.006,mg/L,Ideam,22376,Nitrite,<0.006,True,0.006,mg/L
,RCA_CARDENILLO_BOY_GUICAN_PTE.VDA CALVARIO [24037620],6.490361111,-72.407,3106,CARDENILLO,Sogamoso,2403,Río Chicamocha,BOYACÁ,GUICÁN,2013-06-18,NITROGENO AMONIACAL,<0.3,mg N-NH3-/L,Ideam,22376,Ammoniacal Nitrogen,<0.3,True,0.3,mg N-NH3-/L
,RCA_CARDENILLO_BOY_GUICAN_PTE.VDA CALVARIO [24037620],6.490361111,-72.407,3106,CARDENILLO,Sogamoso,2403,Río Chicamocha,BOYACÁ,GUICÁN,2014-06-18,NITROGENO AMONIACAL,<0.3,mg N-NH3-/L,Ideam,23286,Ammoniacal Nitrogen,<0.3,True,0.3,mg N-NH3-/L
,RCA_CARDENILLO_BOY_GUICAN_PTE.VDA CALVARIO [24037620],6.490361111,-72.407,3106,CARDENILLO,Sogamoso,2403,Río Chicamocha,BOYACÁ,GUICÁN,2014-09-22,NITROGENO AMONIACAL,<0.3,mg N-NH3-/L,Ideam,23446,Ammoniacal Nitrogen,<0.3,True,0.3,mg N-NH3-/L
,RCA_CARDENILLO_BOY_GUICAN_PTE.VDA CALVARIO [24037620],6.490361111,-72.407,3106,CARDENILLO,Sogamoso,2403,Río Chicamocha,BOYACÁ,GUICÁN,2014-10-21,NITROGENO AMONIACAL,<0.3,mg N-NH3-/L,Ideam,23590,Ammoniacal Nitrogen,<0.3,True,0.3,mg N-NH3-/L
,RCA_CARDENILLO_BOY_GUICAN_PTE.VDA CALVARIO [24037620],6.490361111,-72.407,3106,CARDENILLO,Sogamoso,2403,Río Chicamocha,BOYACÁ,GUICÁN,2014-12-05,NITROGENO AMONIACAL,<0.3,mg N-NH3-/L,Ideam,23681,Ammoniacal Nitrogen,<0.3,True,0.3,mg N-NH3-/L
,RCA_CARDENILLO_BOY_GUICAN_PTE.VDA CALVARIO [24037620],6.490361111,-72.407,3106,CARDENILLO,Sogamoso,2403,Río Chicamocha,BOYACÁ,GUICÁN,2015-01-13,NITROGENO AMONIACAL,<0.3,mg N-NH3-/L,Ideam,23729,Ammoniacal Nitrogen,<0.3,True,0.3,mg N-NH3-/L
,RCA_CARDENILLO_BOY_GUICAN_PTE.VDA CALVARIO [24037620],6.490361111,-72.407,3106,CARDENILLO,Sogamoso,2403,Río Chicamocha,BOYACÁ,GUICÁN,2015-02-13,NITROGENO AMONIACAL,<0.3,mg N-NH3-/L,Ideam,23770,Ammoniacal Nitrogen,<0.3,True,0.3,mg N-NH3-/L
