CODIGO__MUESTRA,FECHA,NOMBRE DEL PUNTO DE MONITOREO,DEPARTAMENTO,MUNICIPIO,LATITUD,LONGITUD,risk_DISCHARGE_CO_0631,risk_SANITARY_CO_2115,risk_SANITARY_EPA,critical_violation_any,sanitary_epa_minus_co
22581,2013-10-14 00:00:00,OPON_SAN_BARRANCABERMEJA_DESEMBOCADURA RIO OPON,SANTANDER,BARRANCABERMEJA,6.959889,-73.886806,23.03,56.98,56.98,1,0.0
22593,2013-10-09 00:00:00,RCA_MAGDALENA_MAG_EL BANCO_EL BANCO [25027020],MAGDALENA,EL BANCO,8.992527778,-73.96944444,33.13,88.04,88.04,1,0.0
22594,2013-10-15 00:00:00,SOGAMOSO_SAN_PUERTO WILCHES_DESEMBOCADURA RIO SOGAMOSO,SANTANDER,PUERTO WILCHES,2.971777778,-73.91583333,23.05,57.02,57.02,1,0.0
22597,2013-10-15 00:00:00,RCA_NEGRO_ANT_RIONEGRO_PTE.REAL [23087150],ANTIOQUIA,RIONEGRO,6.143472222,-75.37994444,0.0,55.24,55.1,1,-0.14000000000000057
22598,2013-10-17 00:00:00,RCA_META_MET_PUERTO LOPEZ_PTE.LLERAS [35017020],META,PUERTO LÓPEZ,4.103019444,-72.936383333,33.29,87.9,87.9,1,0.0
22599,2013-10-19 00:00:00,RCA_NEGRO_CUN_NIMAIMA_TOBIA [23067060],CUNDINAMARCA,NIMAIMA,5.125305556,-74.44705556,30.0,87.64,87.6,1,-0.04000000000000625
22600,2013-10-17 00:00:00,CIMITARRA_BOL_SAN PABLO_DESEMBOCADURA RIO CIMITARRA,BOLÍVAR,SAN PABLO,7.4675,-73.92388889,22.45,56.58,56.57,1,-0.00999999999999801
22601,2013-10-17 00:00:00,MAGDALENA_SAN_PUERTO WILCHES_SITIO NUEVO R-11 [23187280],SANTANDER,PUERTO WILCHES,7.784,-73.80191667,23.05,57.04,57.04,1,0.0
22602,2013-10-18 00:00:00,LEBRIJA_CES_AGUACHICA_DESEMBOCADURA RIO LEBRIJA,CESAR,AGUACHICA,8.131111111,-73.77305556,21.69,56.61,56.61,1,0.0
22605,2013-10-20 00:00:00,RCA_BOGOTA_CUN_GIRARDOT_CAMPINA LA [21209200],CUNDINAMARCA,GIRARDOT,4.304888889,-74.793777778,46.63,55.88,55.82,1,-0.060000000000002274
22607,2013-10-17 00:00:00,RCA_GUATIQUIA_MET_VILLAVICENCIO_PTE.ABADIA [35037100],META,VILLAVICENCIO,4.235333333,-73.63536111,33.14,56.92,56.92,1,0.0
22608,2013-10-15 00:00:00,RCA_NEGRO_CUN_GUADUAS_GUADUERO [23067050],CUNDINAMARCA,GUADUAS,5.192111111,-74.57291667,32.93,56.67,56.67,1,0.0
22609,2013-10-17 00:00:00,RCA_CHICAMOCHA_BOY_SOGAMOSO_PTE.CHAMEZA [24037290],BOYACÁ,SOGAMOSO,5.759888889,-72.90652778,0.0,54.28,53.97,1,-0.3100000000000023
22610,2013-10-21 00:00:00,RCA_BOGOTA_CUN_VILLAPINZON_PTE.CARRETERA-BOGOTA,CUNDINAMARCA,VILLAPINZÓN,5.218611,-73.595556,0.0,43.32,0.0,1,-43.32
22611,2013-10-21 00:00:00,RCA_BOGOTA_CUN_VILLAPINZON_SANPEDRO-BOGOTA,CUNDINAMARCA,VILLAPINZÓN,5.194722222,-73.61388889,0.0,47.82,43.32,1,-4.5
22612,2013-10-21 00:00:00,RCA_BOGOTA_CUN_TOCANCIPA_PTE.TULIO BOTERO-BOGOTA,CUNDINAMARCA,TOCANCIPÁ,4.971916667,-73.91613889,0.0,51.43,50.0,1,-1.4299999999999997
22613,2013-10-21 00:00:00,RCA_BOGOTA_CUN_COTA_PTE.LA VIRGEN [21208110],CUNDINAMARCA,COTA,4.799322222,-74.09586944,0.0,54.46,54.18,1,-0.28000000000000114
22614,2013-10-16 00:00:00,RCA_CHICAMOCHA_BOY_TIBASOSA_SAN RAFAEL [24037190],BOYACÁ,TIBASOSA,5.807611111,-73.01380556,0.0,83.55,82.93,1,-0.6199999999999903
22615,2013-10-17 00:00:00,RCA_GUEJAR_MET_VISTA HERMOSA_PINALITO [32077070],META,VISTAHERMOSA,2.97548,-73.67673,33.31,57.09,57.09,1,0.0
22616,2013-10-19 00:00:00,RCA_MAGDALENA_BOL_REGIDOR_REGIDOR [25027410],BOLÍVAR,REGIDOR,8.666333333,-73.82080556,23.01,56.96,56.96,1,0.0
22617,2013-10-19 00:00:00,RCA_CAUCA_VAL_LA VICTORIA_VICTORIA LA [26107070],VALLE DEL CAUCA,LA VICTORIA,4.524884,-76.0437,0.0,55.71,55.64,1,-0.07000000000000028
22678,2013-10-16 00:00:00,RCA_SINU_COR_MONTERIA_MONTERIA [13067020],CORDOBA,MONTERÍA,8.751611111,-75.89241667,32.86,56.67,56.67,1,0.0
22679,2013-10-17 00:00:00,RCA_VILLETA_CUN_VILLETA_VILLETA [23067070],CUNDINAMARCA,VILLETA,5.008583333,-74.467111111,32.22,56.5,56.48,1,-0.020000000000003126
22680,2013-10-17 00:00:00,RCA_LEBRIJA_SAN_SABANA DE TORRES_SAN RAFAEL [23197370],SANTANDER,SABANA DE TORRES,7.578055556,-73.56055556,33.23,56.84,56.83,1,-0.010000000000005116
22681,2013-10-18 00:00:00,RCA_SINU_COR_LORICA_LADOCTRINA [13077040],CORDOBA,LORICA,9.294874,-75.893375,30.0,56.5,56.48,1,-0.020000000000003126
22682,2013-10-21 00:00:00,RCA_SUMAPAZ_CUN_RICAURTE_SAN MIGUEL-SUMAPAZ [2119700147],CUNDINAMARCA,RICAURTE,4.248085,-74.744647,0.0,54.28,53.97,1,-0.3100000000000023
22684,2013-10-22 00:00:00,RCA_LA VIEJA_VAL_CARTAGO_CARTAGO [26127040],RISARALDA,PEREIRA,4.757611111,-75.89925,33.03,56.31,56.28,1,-0.030000000000001137
22685,2013-10-22 00:00:00,CHICAMOCHA_BOY_TIPACOQUE_PLAYA LA [24037280],BOYACÁ,COVARACHÍA,6.383333333,-72.71666667,33.29,57.04,57.04,1,0.0
22686,2013-10-22 00:00:00,RCA_LAG.DE TOTA_BOY_AQUITANIA_ESCALERAS [35097070],BOYACÁ,TOTA,5.491944444,-72.9385,0.0,40.66,0.0,1,-40.66
22687,2013-10-22 00:00:00,RCA_MAGDALENA_CUN_NARINO_NARINO [21237010],CUNDINAMARCA,NARIÑO,4.387777778,-74.838375,22.98,56.86,56.86,1,0.0
22688,2013-10-22 00:00:00,RCA_BOGOTA_CUN_SOACHA_ALICACHIN - EL SALTO [21207120],CUNDINAMARCA,SOACHA,4.544847222,-74.25826944,60.81,55.24,55.1,1,-0.14000000000000057
22689,2013-10-22 00:00:00,RCA_BOGOTA_CUN_EL COLEGIO_PTE.CARRETERA LA MESA - MESITAS,CUNDINAMARCA,EL COLEGIO,4.598969,-74.43601,0.0,50.28,48.12,1,-2.1600000000000037
22690,2013-10-22 00:00:00,RCA_BOGOTA_CUN_TOCAIMA_PTE.PORTILLO [21207960],CUNDINAMARCA,TOCAIMA,4.454861111,-74.60852778,59.07,55.43,55.32,1,-0.10999999999999943
22691,2013-10-23 00:00:00,RCA_MAGDALENA_CUN_GIRARDOT_GIRARDOT [21237030],CUNDINAMARCA,GIRARDOT,4.288073,-74.808592,22.99,56.92,56.92,1,0.0
22692,2013-10-23 00:00:00,RCA_SUMAPAZ_CUN_RICAURTE_SAN MIGUEL-SUMAPAZ [2119700147],CUNDINAMARCA,RICAURTE,4.248085,-74.744647,22.55,56.44,56.43,1,-0.00999999999999801
22693,2013-10-23 00:00:00,RCA_MAGDALENA_TOL_FLANDES_ISLA DEL AMOR,TOLIMA,FLANDES,4.281944444,-74.77694444,23.0,56.91,56.9,1,-0.00999999999999801
22694,2013-10-23 00:00:00,RCA_SUMAPAZ_TOL_MELGAR_LIMONAR EL [21197150],TOLIMA,MELGAR,4.232555556,-74.62055556,32.56,88.88,88.87,1,-0.009999999999990905
22695,2013-10-23 00:00:00,RCA_BOGOTA_CUN_GIRARDOT_CAMPINA LA [21209200],CUNDINAMARCA,GIRARDOT,4.304888889,-74.793777778,22.78,56.31,56.28,1,-0.030000000000001137
22698,2013-10-20 00:00:00,RCA_SAN JORGE_BOL_MAGANGUE_SANANTONIO[25027180],BOLÍVAR,MAGANGUÉ,9.039073,-74.767704,0.0,75.26,30.03,1,-45.230000000000004
22702,2013-10-22 00:00:00,RCA_MAGDALENA_BOL_CORDOBA_TACAMOCHO[25027940],BOLÍVAR,CÓRDOBA,9.493583333,-74.81538889,22.92,56.79,56.78,1,-0.00999999999999801
22703,2013-10-21 00:00:00,RCA_MAGDALENA BZO.DE LOBA_BOL_MAGANGUE_MAGANGUE [25027680],BOLÍVAR,MAGANGUÉ,9.24,-74.74166667,0.0,86.82,86.81,1,-0.009999999999990905
22704,2013-10-22 00:00:00,RCA_PAMPLONITA_NOR_CHINACOTA_LA DONJUANA [16017020],NORTE DE SANTANDER,CHINÁCOTA,7.687972222,-72.60547222,0.0,40.66,0.0,1,-40.66
22705,2013-10-22 00:00:00,RCA_MAGDALENA_BOL_CORDOBA_TACAMOCHO[25027940],BOLÍVAR,CÓRDOBA,9.493583333,-74.81538889,33.01,56.77,56.77,1,0.0
22706,2013-10-23 00:00:00,RCA_MONIQUIRA_BOY_MONIQUIRA_MONIQUIRA [24017600],BOYACÁ,MONIQUIRÁ,5.878138889,-73.57025,0.0,83.72,83.1,1,-0.6200000000000045
22709,2013-10-27 00:00:00,GUALI_TOL_HONDA_DESEMBOCADURA RIO GUALI,TOLIMA,HONDA,5.20525,-74.73563889,21.69,55.43,55.32,1,-0.10999999999999943
22710,2013-10-23 00:00:00,RCA_MAGDALENA BZO.MOMPOS_MAG_SANTA ANA_SANTA ANA [25027370],MAGDALENA,SANTA ANA,9.320252778,-74.57455833,0.0,56.84,56.83,1,-0.010000000000005116
22711,2013-10-24 00:00:00,RCA_MAGDALENA_BOL_CALAMAR_CALAMAR [29037020],BOLÍVAR,CALAMAR,10.244042,-74.914705,32.8,56.72,56.71,1,-0.00999999999999801
22713,2013-10-24 00:00:00,RCA_MAGDALENA_BOL_CALAMAR_CALAMAR [29037020],BOLÍVAR,CALAMAR,10.244042,-74.914705,22.85,56.77,56.77,1,0.0
22714,2013-10-25 00:00:00,MAGDALENA/CANAL DEL DIQUE_ATL_SANTA LUCIA_INCORA K-7 [29037360],ATLANTICO,SANTA LUCIA,10.30280833,-74.94655833,21.69,56.5,56.48,1,-0.020000000000003126
22715,2013-10-26 00:00:00,RCA_MAGDALENA_ATL_BARRANQUILLA_LAS FLORES [29045180],ATLANTICO,BARRANQUILLA,11.039361111,-74.81975,22.71,56.67,56.67,1,0.0
22716,2013-10-28 00:00:00,RCA_CHICAMOCHA_BOY_PAZ DE RIO_PAZ DE RIO [24037510],BOYACÁ,PAZ DE RIO,5.9877472,-72.744522222,0.0,53.84,53.41,1,-0.4300000000000068
22718,2013-10-29 00:00:00,RCA_QDA.RINCON_CUN_LA CALERA_QDA.RINCON [35027500],CUNDINAMARCA,LA CALERA,4.664944444,-73.85738889,0.0,71.12,30.15,1,-40.970000000000006
22719,2013-10-29 00:00:00,RCA_CALOSTROS_CUN_LA CALERA_CALOSTROS BAJO [35027510],CUNDINAMARCA,LA CALERA,4.6645,-73.863083333,0.0,0.0,0.0,0,0.0
22722,2013-10-27 00:00:00,RCA_MINERO_BOY_PAUNA_BORBUR [23127010],BOYACÁ,PAUNA,5.649388889,-74.05502778,73.32,87.66,87.66,1,0.0
22727,2013-10-30 00:00:00,RCA_CALOSTROS_CUN_LA CALERA_BOCATOMA EAAB [35027520],CUNDINAMARCA,LA CALERA,4.661027778,-73.833333333,0.0,43.32,0.0,1,-43.32
22728,2013-10-30 00:00:00,RCA_HUMEA_CUN_PARATEBUENO_CABLE EL [35057010],CUNDINAMARCA,PARATEBUENO,4.396951,-73.292706,0.0,55.66,55.58,1,-0.0799999999999983
22729,2013-10-31 00:00:00,RCA_GUAYURIBA_MET_VILLAVICENCIO_PTE.CARRETERA [35027140],META,VILLAVICENCIO,4.04947,-73.76442,33.16,56.88,56.88,1,0.0
22756,2013-11-02 00:00:00,RCA_CHULO_BOY_TUTA_PILAS LAS [24037250],BOYACÁ,TUTA,5.666666667,-73.26666667,43.81,55.66,55.58,1,-0.0799999999999983
22757,2013-11-03 00:00:00,RCA_VAUPES_VAU_MITU_MITU [42077020],VAUPES,MITÚ,1.259806,-70.239167,0.0,81.27,78.08,1,-3.1899999999999977
22758,2013-10-31 00:00:00,RCA_PAMPLONITA_NOR_CUCUTA_AGUAS CLARAS [16017010],NORTE DE SANTANDER,CÚCUTA,8.233611111,-72.41722222,33.06,56.72,56.71,1,-0.00999999999999801
22759,2013-11-01 00:00:00,RCA_ZULIA_NOR_DURANIA_SAN JAVIER-PTE.ZULIA [16027001],NORTE DE SANTANDER,DURANIA,7.836388889,-72.65083333,0.0,49.35,46.43,1,-2.9200000000000017
22769,2013-11-06 00:00:00,MAGDALENA_HUI_NEIVA_FRENTE PUERTO LA CEBOLLERA,HUILA,NEIVA,2.9925,-75.26916667,0.0,54.76,54.54,1,-0.21999999999999886
22770,2013-11-06 00:00:00,BACHE_HUI_NEIVA_PTE.SAN FRANCISCO METALICO - BACHE,HUILA,NEIVA,3.053444,-75.357444,22.92,56.8,56.8,1,0.0
22771,2013-10-29 00:00:00,RCA_CARARE_SAN_CIMITARRA_STA.ROSA [23127060],SANTANDER,CIMITARRA,6.291944444,-74.09833333,33.21,56.88,56.88,1,0.0
22797,2013-11-07 00:00:00,RCA_YAGUARA_HUI_YAGUARA_HDA.VENECIA [21087080],HUILA,YAGUARÁ,2.64,-75.54,23.06,57.1,57.1,1,0.0
22799,2013-11-07 00:00:00,RCA_OTUN_RIS_SANTA ROSA DE CABAL_BANANERA LA 6-909 [26137110],RISARALDA,PEREIRA,4.773388889,-75.63305556,0.0,46.81,40.97,1,-5.840000000000003
22807,2013-11-07 00:00:00,RCA_ALGODONAL_NOR_OCANA_LA CABANA [16057030],NORTE DE SANTANDER,OCAÑA,8.197805556,-73.31825,0.0,93.75,92.86,1,-0.8900000000000006
22808,2013-11-05 00:00:00,RCA_CATATUMBO_NOR_TEORAMA_QUINCE LETRAS [16057040],NORTE DE SANTANDER,TEORAMA,8.541111111,-73.24611111,0.0,54.46,54.18,1,-0.28000000000000114
22809,2013-11-01 00:00:00,RCA_PUTUMAYO_PUT_SANTIAGO_EDEN EL [47017070],PUTUMAYO,SANTIAGO,1.106305556,-76.985,0.0,83.54,82.78,1,-0.7600000000000051
22811,2013-11-09 00:00:00,RCA_CAUCA_CAU_BUENOS AIRES_BALSA LA [26027010],CAUCA,BUENOS AIRES,3.09169444,-76.59908333,0.0,55.19,55.05,1,-0.14000000000000057
22812,2013-11-10 00:00:00,RCA_CAUCA_CAU_SANTANDER DE QUILICHAO_LA BOLSA [26027180],CAUCA,SANTANDER DE QUILICHAO,4.3013407,-76.49985,20.77,56.44,56.43,1,-0.00999999999999801
22813,2013-11-08 00:00:00,RCA_MAGDALENA_TOL_NATAGAIMA_ANGOSTURA [21137050],TOLIMA,NATAGAIMA,3.44,-75.12,22.87,56.74,56.73,1,-0.010000000000005116
22814,2013-11-09 00:00:00,MAGDALENA_HUI_PALERMO_ESPERANZA LA [21097120],HUILA,PALERMO,2.728416667,-75.39638889,0.0,54.38,54.08,1,-0.30000000000000426
22815,2013-11-09 00:00:00,RCA_CAUCA_RIS_LA VIRGINIA_LA VIRGINIA [26177030],RISARALDA,LA VIRGINIA,4.8925,-75.882694444,0.0,56.5,56.48,1,-0.020000000000003126
22820,2013-11-09 00:00:00,ARMA_CAL_AGUADAS_DESEMBOCADURA RIO ARMA,CALDAS,AGUADAS,5.7375,-75.5975,22.89,56.61,56.61,1,0.0
22822,2013-11-11 00:00:00,NEIVA_HUI_ALGECIRAS_CASIL EL [21107030],HUILA,ALGECIRAS,2.544777778,-75.30155556,22.9,56.67,56.67,1,0.0
22823,2013-11-11 00:00:00,RCA_NEIVA_HUI_CAMPOALEGRE_PTE.MULAS [21107020],HUILA,CAMPOALEGRE,2.566388889,-75.37427778,22.55,56.38,56.36,1,-0.020000000000003126
22824,2013-11-11 00:00:00,NEIVA_HUI_RIVERA_DESEMBOCADURA RIO NEIVA,HUILA,RIVERA,2.780603,-75.332525,22.45,56.16,56.12,1,-0.03999999999999915
22826,2013-11-12 00:00:00,RCA_MAGDALENA_HUI_GIGANTE_PASO DEL COLEGIO [21077020],HUILA,GIGANTE,2.462555556,-75.56686111,20.77,56.01,55.97,1,-0.03999999999999915
22827,2013-11-12 00:00:00,MAGDALENA_HUI_GIGANTE_SALIDA REPRESA EL QUIMBO,HUILA,GIGANTE,2.456111,-75.568333,22.96,56.91,56.91,1,0.0
22828,2013-11-12 00:00:00,RCA_CAUCA_VAL_CANDELARIA_JUANCHITO [26067010],VALLE DEL CAUCA,CANDELARIA,3.45160833,-76.47538333,22.31,56.44,56.43,1,-0.00999999999999801
22831,2013-11-13 00:00:00,PAEZ_CAU_PAEZ_PTE.RICAURTE [21057030],CAUCA,PÁEZ (BELALCÁZAR),2.52,-75.96,22.09,55.93,55.88,1,-0.04999999999999716
22834,2013-11-14 00:00:00,MAGDALENA_HUI_AGRADO_PTE.BALSEADERO [21047010],HUILA,AGRADO,2.232361111,-75.64855556,51.99,57.1,57.1,1,0.0
22835,2013-11-14 00:00:00,SUAZA_HUI_GARZON_DESEMBOCADURA PTE.LA JAGUA,HUILA,GARZÓN,2.172778,-75.669722,53.13,57.12,57.12,1,0.0
22836,2013-11-14 00:00:00,MAGDALENA_HUI_AGRADO_PTE.BALSEADERO [21047010],HUILA,AGRADO,2.232361111,-75.64855556,42.75,57.02,57.02,1,0.0
22845,2013-11-16 00:00:00,MAGDALENA_HUI_TARQUI_PTE.SAN ESTEBAN,HUILA,TARQUI,2.101944,-75.811944,0.0,51.02,49.35,1,-1.6700000000000017
22846,2013-11-17 00:00:00,GUARAPAS_HUI_PALESTINA_PTE GUILLERMO PLAZAS,HUILA,PALESTINA,1.715833,-76.123333,0.0,43.32,0.0,1,-43.32
22847,2013-11-17 00:00:00,GUARAPAS_HUI_PALESTINA_PTE.FUNDADORES,HUILA,PALESTINA,1.766109,-76.08939,0.0,44.9,0.0,1,-44.9
22848,2013-11-17 00:00:00,GUARAPAS_HUI_PITALITO_ANTES DESEMBOCADURA EN RIO MAGDALENA,HUILA,PITALITO,1.877277778,-76.16143611,0.0,48.74,45.24,1,-3.5
22851,2013-11-15 00:00:00,SUAZA_HUI_SUAZA_PTE.AVISPERO,HUILA,SUAZA,1.866686,-75.824,22.31,56.44,56.43,1,-0.00999999999999801
22852,2013-11-15 00:00:00,RCA_SUAZA_HUI_GUADALUPE_PTE.GARCES [21037010],HUILA,ALTAMIRA,2.03,-75.78,22.78,56.54,56.53,1,-0.00999999999999801
22853,2013-11-18 00:00:00,RCA_HACHA_CAQ_FLORENCIA_FLORENCIA [44037060],CAQUETA,FLORENCIA,1.621166667,-75.61922222,33.22,87.85,87.85,1,0.0
22854,2013-11-18 00:00:00,MAGDALENA_HUI_SAN AGUSTIN_MAGDALENA LA [21017060],HUILA,SAN AGUSTÍN,1.905,-76.40111111,0.0,41.83,0.0,1,-41.83
22855,2013-11-18 00:00:00,NARANJOS/SOMBRERILLO_HUI_SAN AGUSTIN_PTE.SOBRE EL NARANJOS/SOMBRERILLO,HUILA,SAN AGUSTÍN,1.869694,-76.233639,0.0,41.83,0.0,1,-41.83
22859,2013-11-16 00:00:00,RCA_CAUCA_CAL_NEIRA_IRRA [26167070],CALDAS,NEIRA,5.268305556,-75.66419444,0.0,56.21,56.18,1,-0.030000000000001137
22860,2013-11-17 00:00:00,RCA_CHINCHINA_CAL_MANIZALES_RETIRO EL [26157020],CALDAS,PALESTINA,5.126777778,-75.67119444,33.14,56.83,56.82,1,-0.00999999999999801
22865,2013-11-12 00:00:00,RCA_CHIVOR_CUN_UBALA_UBALA [35067030],CUNDINAMARCA,UBALÁ,4.780222222,-73.49183333,0.0,86.44,86.39,1,-0.04999999999999716
22866,2013-11-15 00:00:00,RCA_RUCIO_CUN_UBALA_MUNDONUEVO[35067130],CUNDINAMARCA,UBALÁ,4.852833333,-73.39297222,0.0,80.44,77.64,1,-2.799999999999997
22867,2013-11-15 00:00:00,RCA_GUAVIO_CUN_JUNIN_PTE.HOLGUIN [35067050],CUNDINAMARCA,GACHETÁ,4.799055556,-73.62922222,32.74,56.54,56.53,1,-0.00999999999999801
22871,2013-11-20 00:00:00,RCA_OCOA_MET_VILLAVICENCIO_PTE.DELAMOR [35037130],META,VILLAVICENCIO,4.086083333,-73.668861,33.01,87.79,87.79,1,0.0
22872,2013-11-19 00:00:00,MAGDALENA_HUI_ELIAS_SALADO BLANCO [21017040],HUILA,ELÍAS,1.9880833,-76.012083333,22.31,56.38,56.36,1,-0.020000000000003126
22873,2013-11-19 00:00:00,MAGDALENA_HUI_PITALITO_PTE.PASO LA LAGUNA,HUILA,PITALITO,1.950639,-76.058667,20.77,56.3,56.28,1,-0.01999999999999602
22874,2013-11-20 00:00:00,SUAZA_HUI_ACEVEDO_SAN MARCOS [21037020],HUILA,ACEVEDO,1.752277778,-75.94541667,0.0,55.28,55.15,1,-0.13000000000000256
22875,2013-11-20 00:00:00,RCA_MAGDALENA_HUI_ALTAMIRA_PERICONGO [21027010],HUILA,ALTAMIRA,2.053166667,-75.85188889,0.0,55.28,55.15,1,-0.13000000000000256
22876,2013-11-21 00:00:00,RCA_PAEZ_HUI_TESALIA_PAICOL [21057060],HUILA,TESALIA,2.46,-75.76,22.92,56.67,56.67,1,0.0
22886,2013-11-22 00:00:00,BACHE_HUI_SANTA MARIA_SOCORRO EL [21127020],HUILA,SANTA MARÍA,2.95425,-75.52105556,22.62,56.22,56.19,1,-0.030000000000001137
22887,2013-11-22 00:00:00,BACHE_HUI_SANTA MARIA_STA.MARIA [21127030],HUILA,SANTA MARÍA,2.971777778,-75.59244444,22.93,56.7,56.69,1,-0.010000000000005116
22888,2013-11-24 00:00:00,RCA_SUAZA_HUI_GUADALUPE_PTE.GARCES [21037010],HUILA,ALTAMIRA,2.03,-75.78,0.0,54.46,54.18,1,-0.28000000000000114
22889,2013-11-24 00:00:00,RCA_ARIARI_MET_PUERTO RICO_PTO.RICO [32077080],META,PUERTO RICO,2.94,-73.21,32.93,56.58,56.57,1,-0.00999999999999801
22890,2013-11-18 00:00:00,RCA_CAUCA_CAU_POPAYAN_JULUMITO [26017020],CAUCA,POPAYÁN,2.467583333,-76.64430556,33.06,90.42,90.41,1,-0.010000000000005116
22895,2013-11-24 00:00:00,RCA_AMAZONAS_AMA_LETICIA_LETICIA [48017010],AMAZONAS,LETICIA,-4.222527778,-69.94272222,32.8,87.28,87.28,1,0.0
22901,2013-11-23 00:00:00,RCA_LENGUAZAQUE_CUN_LENGUAZAQUE_BOQUERON [24017610],CUNDINAMARCA,LENGUAZAQUE,5.32825,-73.69972222,0.0,82.78,81.7,1,-1.0799999999999983
22905,2013-11-20 00:00:00,RCA_SUAREZ_SAN_PUENTE NACIONAL_PTE.NACIONAL [24017590],SANTANDER,PUENTE NACIONAL,5.872777778,-73.67777778,33.2,56.67,56.67,1,0.0
22906,2013-11-23 00:00:00,RCA_SAN JORGE_COR_BUENAVISTA_MARRALU [25027120],CORDOBA,AYAPEL,8.32,-75.24,41.69,56.67,56.67,1,0.0
22907,2013-11-24 00:00:00,RCA_CUSIANA_CAS_MANI_MANI [35197180],CASANARE,MANÍ,4.817,-72.29138889,32.42,87.02,87.02,1,0.0
22908,2013-11-26 00:00:00,RCA_CRAVO SUR_CAS_YOPAL_PTE.YOPAL [35217010],CASANARE,YOPAL,5.369,-72.41372222,0.0,88.08,88.03,1,-0.04999999999999716
22909,2013-11-27 00:00:00,RCA_NEIVA_HUI_CAMPOALEGRE_PTE.MULAS [21107020],HUILA,CAMPOALEGRE,2.566388889,-75.37427778,42.75,99.62,99.62,1,0.0
22910,2013-11-21 00:00:00,RCA_CUSIANA_BOY_PAJARITO_PAJARITO [35197190],BOYACÁ,PAJARITO,5.283472222,-72.70194444,0.0,53.84,53.41,1,-0.4300000000000068
22953,2013-11-29 00:00:00,RCA_GUAVIARE_MET_MAPIRIPAN_MAPIRIPAN [32097010],META,MAPIRIPÁN,2.889722222,-72.13011111,32.89,56.67,56.67,1,0.0
22961,2013-11-28 00:00:00,RCA_FONCE_SAN_SAN GIL_SAN GIL [24027010],SANTANDER,SAN GIL,6.546666667,-73.12805556,33.03,56.83,56.82,1,-0.00999999999999801
22962,2013-12-03 00:00:00,RCA_NEGRO_CUN_NIMAIMA_TOBIA [23067060],CUNDINAMARCA,NIMAIMA,5.125305556,-74.44705556,33.29,57.08,57.08,1,0.0
22963,2013-12-01 00:00:00,RCA_VILLETA_CUN_VILLETA_VILLETA [23067070],CUNDINAMARCA,VILLETA,5.008583333,-74.467111111,33.13,56.77,56.77,1,0.0
22964,2013-11-30 00:00:00,RCA_NEGRO_CUN_GUADUAS_GUADUERO [23067050],CUNDINAMARCA,GUADUAS,5.192111111,-74.57291667,33.29,56.93,56.93,1,0.0
22965,2013-11-25 00:00:00,RCA_SUBIA_CUN_SILVANIA_SILVANIA [21197110],CUNDINAMARCA,SILVANIA,4.403055556,-74.385305556,0.0,86.44,86.39,1,-0.04999999999999716
22966,2013-12-03 00:00:00,RCA_UNE_CUN_UNE_CARAZA [35027100],CUNDINAMARCA,UNE,4.428638889,-74.01019444,0.0,84.72,84.35,1,-0.37000000000000455
22967,2013-11-28 00:00:00,RCA_SUMAPAZ_TOL_ICONONZO_PLAYA LA [21197030],TOLIMA,ICONONZO,4.19225,-74.500722222,0.0,86.12,85.9,1,-0.21999999999999886
22971,2013-12-04 00:00:00,RCA_GARAGOA_BOY_GARAGOA_CARACOL EL [35077120],BOYACÁ,GARAGOA,5.056861111,-73.39033333,0.0,86.99,86.97,1,-0.01999999999999602
22976,2013-11-29 00:00:00,RCA_ORINOCO_VIC_PUERTO CARRENO_PTO.CARRENO [38017010],VICHADA,PUERTO CARREÑO,6.176527778,-67.47958333,0.0,86.7,86.52,1,-0.18000000000000682
22977,2013-11-29 00:00:00,RCA_META_VIC_PUERTO CARRENO_ACEITICO [35257040],VICHADA,PUERTO CARREÑO,6.1835,-68.441556,33.04,87.38,87.38,1,0.0
23048,2014-02-24 00:00:00,RCA_LAG.DE TOTA_BOY_AQUITANIA_ESCALERAS [35097070],BOYACÁ,TOTA,5.491944444,-72.9385,0.0,0.0,0.0,0,0.0
23049,2014-02-24 00:00:00,RCA_CHICAMOCHA_BOY_SOGAMOSO_PTE.CHAMEZA [24037290],BOYACÁ,SOGAMOSO,5.759888889,-72.90652778,0.0,55.76,55.69,1,-0.07000000000000028
23050,2014-02-24 00:00:00,RCA_CHICAMOCHA_BOY_TIBASOSA_SAN RAFAEL [24037190],BOYACÁ,TIBASOSA,5.807611111,-73.01380556,0.0,55.32,55.19,1,-0.13000000000000256
23051,2014-02-26 00:00:00,RCA_HUMEA_CUN_PARATEBUENO_CABLE EL [35057010],CUNDINAMARCA,PARATEBUENO,4.396951,-73.292706,33.31,57.1,57.1,1,0.0
23054,2014-03-03 00:00:00,RCA_LAS CEIBAS_HUI_NEIVA_GUAYABO [21117080],HUILA,NEIVA,2.92,-75.15,33.26,56.97,56.97,1,0.0
23063,2014-03-06 00:00:00,RCA_CABRERA_HUI_COLOMBIA_CARRASPOSO [21147030],HUILA,COLOMBIA,3.327527778,-74.86691667,32.8,56.86,56.86,1,0.0
23064,2014-03-06 00:00:00,RCA_MAGDALENA_TOL_NATAGAIMA_ANGOSTURA [21137050],TOLIMA,NATAGAIMA,3.44,-75.12,31.9,56.5,56.48,1,-0.020000000000003126
