CODIGO__MUESTRA,FECHA,NOMBRE DEL PUNTO DE MONITOREO,DEPARTAMENTO,MUNICIPIO,LATITUD,LONGITUD,risk_DISCHARGE_CO_0631,risk_SANITARY_CO_2115,risk_SANITARY_EPA,critical_violation_any,sanitary_epa_minus_co
17263,2009-02-19 00:00:00,RCA_OPON_SAN_SIMACOTA_PTE.FERROCARRIL [23147020],SANTANDER,SIMACOTA,6.773611111,-73.935,0.0,97.69,97.58,1,-0.10999999999999943
17264,2009-02-20 00:00:00,RCA_OTUN_RIS_SANTA ROSA DE CABAL_BANANERA LA 6-909 [26137110],RISARALDA,PEREIRA,4.773388889,-75.63305556,0.0,45.24,0.0,1,-45.24
17265,2009-02-17 00:00:00,RCA_SAN JORGE_BOL_MAGANGUE_SANANTONIO[25027180],BOLÍVAR,MAGANGUÉ,9.039073,-74.767704,0.0,86.44,86.28,1,-0.1599999999999966
17266,2009-02-18 00:00:00,RCA_MAGDALENA_BOL_CORDOBA_TACAMOCHO[25027940],BOLÍVAR,CÓRDOBA,9.493583333,-74.81538889,33.19,89.46,89.45,1,-0.009999999999990905
17267,2009-02-19 00:00:00,RCA_MAGDALENA BZO.MOMPOS_MAG_SANTA ANA_SANTA ANA [25027370],MAGDALENA,SANTA ANA,9.320252778,-74.57455833,33.2,87.48,87.48,1,0.0
17268,2009-02-19 00:00:00,RCA_SEVILLA_MAG_ZONA BANANERA_CANAL FLORIDA [29067050],MAGDALENA,ZONA BANANERA,10.756182,-74.086145,0.0,42.1,0.0,1,-42.1
17269,2009-02-19 00:00:00,RCA_MAGDALENA BZO.DE LOBA_BOL_MAGANGUE_MAGANGUE [25027680],BOLÍVAR,MAGANGUÉ,9.24,-74.74166667,33.22,89.67,89.67,1,0.0
17271,2009-02-20 00:00:00,RCA_ARACATACA_MAG_ARACATACA_PTE.FERROCARRIL [29067130],MAGDALENA,ARACATACA,10.58580556,-74.19211111,0.0,73.7,31.34,1,-42.36
17272,2009-02-20 00:00:00,RCA_FUNDACION_MAG_FUNDACION_FUNDACION [29067120],MAGDALENA,FUNDACIÓN,10.525085,-74.182576,0.0,85.58,85.02,1,-0.5600000000000023
17273,2009-02-13 00:00:00,RCA_GUEJAR_MET_VISTA HERMOSA_PINALITO [32077070],META,VISTAHERMOSA,2.97548,-73.67673,0.0,51.43,50.0,1,-1.4299999999999997
17274,2009-02-19 00:00:00,RCA_ARIARI_MET_PUERTO RICO_PTO.RICO [32077080],META,PUERTO RICO,2.94,-73.21,0.0,52.1,51.02,1,-1.0799999999999983
17275,2009-02-23 00:00:00,RCA_BOGOTA_CUN_VILLAPINZON_PTE.CARRETERA-BOGOTA,CUNDINAMARCA,VILLAPINZÓN,5.218611,-73.595556,0.0,48.9,45.56,1,-3.3399999999999963
17276,2009-02-23 00:00:00,RCA_BOGOTA_CUN_VILLAPINZON_SANPEDRO-BOGOTA,CUNDINAMARCA,VILLAPINZÓN,5.194722222,-73.61388889,61.05,89.65,90.23,1,0.5799999999999983
17277,2009-02-23 00:00:00,RCA_BOGOTA_CUN_TOCANCIPA_PTE.TULIO BOTERO-BOGOTA,CUNDINAMARCA,TOCANCIPÁ,4.971916667,-73.91613889,0.0,85.64,86.18,1,0.5400000000000063
17278,2009-02-23 00:00:00,RCA_BOGOTA_CUN_COTA_PTE.LA VIRGEN [21208110],CUNDINAMARCA,COTA,4.799322222,-74.09586944,0.0,54.08,53.71,1,-0.36999999999999744
17279,2009-02-17 00:00:00,CHICAMOCHA_BOY_TIPACOQUE_PLAYA LA [24037280],BOYACÁ,COVARACHÍA,6.383333333,-72.71666667,33.28,88.47,88.47,1,0.0
17280,2009-02-22 00:00:00,RCA_CHICAMOCHA_BOY_PAZ DE RIO_PAZ DE RIO [24037510],BOYACÁ,PAZ DE RIO,5.9877472,-72.744522222,0.0,55.49,55.39,1,-0.10000000000000142
17281,2009-02-24 00:00:00,RCA_BOGOTA_CUN_SOACHA_ALICACHIN - EL SALTO [21207120],CUNDINAMARCA,SOACHA,4.544847222,-74.25826944,58.96,55.1,54.94,1,-0.1600000000000037
17282,2009-02-24 00:00:00,RCA_BOGOTA_CUN_EL COLEGIO_PTE.CARRETERA LA MESA - MESITAS,CUNDINAMARCA,EL COLEGIO,4.598969,-74.43601,49.93,56.89,56.89,1,0.0
17283,2009-02-24 00:00:00,RCA_BOGOTA_CUN_TOCAIMA_PTE.PORTILLO [21207960],CUNDINAMARCA,TOCAIMA,4.454861111,-74.60852778,79.35,56.77,56.77,1,0.0
17284,2009-02-22 00:00:00,RCA_MAGDALENA_MAG_EL BANCO_EL BANCO [25027020],MAGDALENA,EL BANCO,8.992527778,-73.96944444,33.26,56.99,56.99,1,0.0
17285,2009-02-23 00:00:00,RCA_UNE_CUN_UNE_CARAZA [35027100],CUNDINAMARCA,UNE,4.428638889,-74.01019444,0.0,53.97,53.57,1,-0.3999999999999986
17286,2009-02-24 00:00:00,RCA_CAUCA_VAL_LA VICTORIA_VICTORIA LA [26107070],VALLE DEL CAUCA,LA VICTORIA,4.524884,-76.0437,32.56,56.8,56.8,1,0.0
17287,2009-02-19 00:00:00,CATATUMBO_NOR_TIBU_PTO.BARCO-GABARRA [16067010],NORTE DE SANTANDER,TIBÚ,9.003611111,-72.9,0.0,54.18,53.84,1,-0.3399999999999963
17288,2009-02-22 00:00:00,RCA_VAUPES_VAU_MITU_MITU [42077020],VAUPES,MITÚ,1.259806,-70.239167,0.0,80.83,78.4,1,-2.4299999999999926
17289,2009-02-19 00:00:00,RCA_RUCIO_CUN_UBALA_MUNDONUEVO[35067130],CUNDINAMARCA,UBALÁ,4.852833333,-73.39297222,0.0,85.9,85.8,1,-0.10000000000000853
17290,2009-02-20 00:00:00,RCA_CHIVOR_CUN_UBALA_UBALA [35067030],CUNDINAMARCA,UBALÁ,4.780222222,-73.49183333,0.0,43.09,0.0,1,-43.09
17291,2009-02-21 00:00:00,RCA_GUAVIO_CUN_JUNIN_PTE.HOLGUIN [35067050],CUNDINAMARCA,GACHETÁ,4.799055556,-73.62922222,0.0,49.49,46.69,1,-2.8000000000000043
17292,2009-02-24 00:00:00,RCA_CHICAMOCHA_SAN_JORDAN_JORDAN EL [24037360],SANTANDER,LOS SANTOS,6.749722222,-73.09666667,33.21,56.97,56.97,1,0.0
17293,2009-02-25 00:00:00,RCA_MAGDALENA_TOL_NATAGAIMA_ANGOSTURA [21137050],TOLIMA,NATAGAIMA,3.44,-75.12,31.33,56.67,56.67,1,0.0
17294,2009-02-20 00:00:00,RCA_CARRAIPIA_LGU_MAICAO_PARAGUACHON[15087080],LA GUAJIRA,MAICAO,11.36013889,-72.13244444,0.0,50.55,48.57,1,-1.9799999999999969
17295,2009-02-25 00:00:00,RCA_MAGDALENA_CUN_GIRARDOT_GIRARDOT [21237030],CUNDINAMARCA,GIRARDOT,4.288073,-74.808592,22.97,56.91,56.9,1,-0.00999999999999801
17296,2009-02-25 00:00:00,RCA_MAGDALENA_TOL_FLANDES_ISLA DEL AMOR,TOLIMA,FLANDES,4.281944444,-74.77694444,22.96,56.92,56.91,1,-0.010000000000005116
17297,2009-02-25 00:00:00,RCA_BOGOTA_CUN_GIRARDOT_CAMPINA LA [21209200],CUNDINAMARCA,GIRARDOT,4.304888889,-74.793777778,22.99,56.84,56.83,1,-0.010000000000005116
17298,2009-02-26 00:00:00,RCA_SUMAPAZ_CUN_RICAURTE_SAN MIGUEL-SUMAPAZ [2119700147],CUNDINAMARCA,RICAURTE,4.248085,-74.744647,22.78,56.72,56.71,1,-0.00999999999999801
17299,2009-02-26 00:00:00,RCA_SUMAPAZ_TOL_MELGAR_LIMONAR EL [21197150],TOLIMA,MELGAR,4.232555556,-74.62055556,33.15,56.92,56.92,1,0.0
17300,2009-02-23 00:00:00,RCA_PATIA_NAR_CUMBITARA_PTE.PUSMEO [52077010],NARIÑO,CUMBITARA,1.624055556,-77.47891667,33.28,57.02,57.02,1,0.0
17310,2009-02-24 00:00:00,RCA_ARMA_CAL_AGUADAS_QUITA SUENO [26187040],CALDAS,AGUADAS,5.713611111,-75.540277778,32.96,56.61,56.61,1,0.0
17311,2009-02-25 00:00:00,RCA_CAUCA_CAL_AGUADAS_LA PINTADA [26187110],CALDAS,AGUADAS,5.7414778,-75.6005638,33.22,56.95,56.95,1,0.0
17312,2009-03-02 00:00:00,RCA_LA VIEJA_VAL_CARTAGO_CARTAGO [26127040],RISARALDA,PEREIRA,4.757611111,-75.89925,0.0,55.8,55.74,1,-0.05999999999999517
17313,2009-03-02 00:00:00,RCA_FONCE_SAN_SAN GIL_SAN GIL [24027010],SANTANDER,SAN GIL,6.546666667,-73.12805556,0.0,56.0,55.95,1,-0.04999999999999716
17314,2009-03-02 00:00:00,RCA_CABRERA_HUI_VILLAVIEJA_SAN ALFONSO [21147010],HUILA,VILLAVIEJA,3.3705,-75.11416667,0.0,56.12,56.08,1,-0.03999999999999915
17315,2009-02-28 00:00:00,RCA_FRIO_MAG_ZONA BANANERA_FRIO [29067070],MAGDALENA,CIÉNAGA,10.903945,-74.147716,0.0,0.0,0.0,0,0.0
17316,2009-03-03 00:00:00,RCA_NEIVA_HUI_CAMPOALEGRE_PTE.MULAS [21107020],HUILA,CAMPOALEGRE,2.566388889,-75.37427778,0.0,82.01,80.78,1,-1.230000000000004
17317,2009-03-04 00:00:00,RCA_LAS CEIBAS_HUI_NEIVA_GUAYABO [21117080],HUILA,NEIVA,2.92,-75.15,0.0,52.86,52.1,1,-0.759999999999998
17338,2009-03-10 00:00:00,RCA_CAUCA_VAL_CANDELARIA_JUANCHITO [26067010],VALLE DEL CAUCA,CANDELARIA,3.45160833,-76.47538333,33.11,56.82,56.81,1,-0.00999999999999801
17339,2009-03-10 00:00:00,RCA_CAUCA_CAU_SANTANDER DE QUILICHAO_LA BOLSA [26027180],CAUCA,SANTANDER DE QUILICHAO,4.3013407,-76.49985,0.0,56.31,56.28,1,-0.030000000000001137
17345,2009-03-11 00:00:00,RCA_CAUCA_VAL_YUMBO_PASO DE LA TORRE - CAUCA,VALLE DEL CAUCA,YUMBO,3.646388889,-76.45194444,33.03,56.67,56.67,1,0.0
17346,2009-03-11 00:00:00,RCA_CAUCA_VAL_GUADALAJARA DE BUGA_MEDIACANOA [26087140],VALLE DEL CAUCA,GUADALAJARA DE BUGA,3.88961111,-76.34997222,0.0,56.22,56.19,1,-0.030000000000001137
17352,2009-03-15 00:00:00,RCA_VILLETA_CUN_VILLETA_VILLETA [23067070],CUNDINAMARCA,VILLETA,5.008583333,-74.467111111,33.21,56.88,56.88,1,0.0
17353,2009-03-16 00:00:00,RCA_NEGRO_CUN_NIMAIMA_TOBIA [23067060],CUNDINAMARCA,NIMAIMA,5.125305556,-74.44705556,33.29,57.04,57.04,1,0.0
17354,2009-03-17 00:00:00,RCA_ARIGUANI_MAG_ARIGUANI_PALMARIGUANI[28047050],MAGDALENA,ARIGUANÍ (EL DIFICIL),9.930972222,-73.95880556,0.0,87.96,87.94,1,-0.01999999999999602
17357,2009-03-15 00:00:00,RCA_PUTUMAYO_PUT_SANTIAGO_EDEN EL [47017070],PUTUMAYO,SANTIAGO,1.106305556,-76.985,0.0,84.94,84.65,1,-0.28999999999999204
17358,2009-03-17 00:00:00,RCA_NEGRO_CUN_GUADUAS_GUADUERO [23067050],CUNDINAMARCA,GUADUAS,5.192111111,-74.57291667,33.26,56.97,56.97,1,0.0
17359,2009-03-18 00:00:00,MAGDALENA/CANAL DEL DIQUE_ATL_SANTA LUCIA_INCORA K-7 [29037360],ATLANTICO,SANTA LUCIA,10.30280833,-74.94655833,33.21,56.93,56.93,1,0.0
17360,2009-03-18 00:00:00,RCA_MAGDALENA_BOL_CALAMAR_CALAMAR [29037020],BOLÍVAR,CALAMAR,10.244042,-74.914705,33.23,56.95,56.95,1,0.0
17362,2009-03-19 00:00:00,RCA_CESAR_CES_EL PASO_PTE.CANOAS [28037090],CESAR,EL PASO,9.648193,-73.646367,0.0,55.55,55.46,1,-0.0899999999999963
17363,2009-03-18 00:00:00,RCA_MINERO_BOY_PAUNA_BORBUR [23127010],BOYACÁ,PAUNA,5.649388889,-74.05502778,76.87,87.61,87.61,1,0.0
17364,2009-03-18 00:00:00,RCA_SALDANA_TOL_SALDANA_PIEDRAS DE COBRE [22057010],TOLIMA,SALDAÑA,3.90865,-75.104,77.13,57.11,57.11,1,0.0
17365,2009-03-19 00:00:00,RCA_SINU_COR_LORICA_LADOCTRINA [13077040],CORDOBA,LORICA,9.294874,-75.893375,0.0,85.44,85.14,1,-0.29999999999999716
17366,2009-03-19 00:00:00,RCA_RECIO_TOL_VENADILLO_NUEVA LA [21257100],TOLIMA,VENADILLO,4.795083333,-74.97194444,33.27,57.04,87.7,1,30.660000000000004
17371,2009-03-19 00:00:00,RCA_LEBRIJA_SAN_SABANA DE TORRES_SAN RAFAEL [23197370],SANTANDER,SABANA DE TORRES,7.578055556,-73.56055556,42.72,56.92,56.91,1,-0.010000000000005116
17372,2009-03-18 00:00:00,RCA_CHICAMOCHA_BOY_TIBASOSA_SAN RAFAEL [24037190],BOYACÁ,TIBASOSA,5.807611111,-73.01380556,31.33,86.39,86.33,1,-0.060000000000002274
17373,2009-03-19 00:00:00,RCA_CHICAMOCHA_BOY_SOGAMOSO_PTE.CHAMEZA [24037290],BOYACÁ,SOGAMOSO,5.759888889,-72.90652778,31.9,55.95,55.9,1,-0.05000000000000426
17374,2009-03-21 00:00:00,RCA_MONIQUIRA_BOY_MONIQUIRA_MONIQUIRA [24017600],BOYACÁ,MONIQUIRÁ,5.878138889,-73.57025,0.0,86.4,86.35,1,-0.05000000000001137
17375,2009-03-20 00:00:00,RCA_CATATUMBO_NOR_TEORAMA_QUINCE LETRAS [16057040],NORTE DE SANTANDER,TEORAMA,8.541111111,-73.24611111,0.0,56.11,56.07,1,-0.03999999999999915
17376,2009-03-21 00:00:00,RCA_ALGODONAL_NOR_OCANA_LA CABANA [16057030],NORTE DE SANTANDER,OCAÑA,8.197805556,-73.31825,0.0,52.38,51.43,1,-0.9500000000000028
17377,2009-03-22 00:00:00,RCA_PAEZ_HUI_TESALIA_PAICOL [21057060],HUILA,TESALIA,2.46,-75.76,32.22,56.38,56.36,1,-0.020000000000003126
17378,2009-03-22 00:00:00,RCA_RANCHERIA_LGU_ALBANIA_CUESTECITAS [15067050],LA GUAJIRA,ALBANIA,11.18033333,-72.55344444,0.0,51.02,49.35,1,-1.6700000000000017
17379,2009-03-23 00:00:00,RCA_RANCHERIA_LGU_SAN JUAN DEL CESAR_CERCADO EL [15067020],LA GUAJIRA,FONSECA,10.9075,-73.00833333,0.0,46.15,0.0,1,-46.15
17380,2009-03-23 00:00:00,RCA_SINU_COR_MONTERIA_MONTERIA [13067020],CORDOBA,MONTERÍA,8.751611111,-75.89241667,0.0,54.54,54.28,1,-0.259999999999998
17381,2009-03-23 00:00:00,RCA_CESAR_LGU_SAN JUAN DEL CESAR_CORRAL DE PIEDRA [28017080],LA GUAJIRA,SAN JUAN DEL CESAR,10.81891667,-73.05508333,0.0,55.0,54.82,1,-0.17999999999999972
17382,2009-03-24 00:00:00,RCA_LENGUAZAQUE_CUN_LENGUAZAQUE_BOQUERON [24017610],CUNDINAMARCA,LENGUAZAQUE,5.32825,-73.69972222,0.0,52.63,51.78,1,-0.8500000000000014
17383,2009-03-24 00:00:00,RCA_HACHA_CAQ_FLORENCIA_FLORENCIA [44037060],CAQUETA,FLORENCIA,1.621166667,-75.61922222,0.0,44.54,0.0,1,-44.54
17384,2009-03-24 00:00:00,RCA_SAN JORGE_COR_MONTELIBANO_MONTELIBANO [25017010],CORDOBA,MONTELÍBANO,7.98817,-75.417483,33.31,57.06,57.06,1,0.0
17385,2009-03-19 00:00:00,RCA_NEGRO_ANT_RIONEGRO_FRESERA LA [23087830],ANTIOQUIA,RIONEGRO,6.199722222,-75.33408333,0.0,55.98,55.93,1,-0.04999999999999716
17386,2009-03-25 00:00:00,RCA_CESAR_CES_VALLEDUPAR_PTESALGUERO [28037030],CESAR,VALLEDUPAR,10.38411111,-73.23247222,0.0,52.38,51.43,1,-0.9500000000000028
17391,2009-03-22 00:00:00,RCA_VICHADA_VIC_CUMARIBO_STA.RITA [33077010],VICHADA,CUMARIBO,4.866127,-68.362697,0.0,47.72,43.09,1,-4.6299999999999955
17392,2009-03-23 00:00:00,RCA_ORINOCO_VIC_CUMARIBO_PTO.NARINO [38027020],VICHADA,CUMARIBO,4.956861111,-67.83416667,0.0,51.78,50.55,1,-1.230000000000004
17393,2009-03-23 00:00:00,RCA_INIRIDA_GUAI_INIRIDA_PTO.INIRIDA [31097020],GUAINÍA,INÍRIDA,3.867666667,-67.931694444,0.0,83.95,81.98,1,-1.9699999999999989
17394,2009-03-26 00:00:00,GUALI_TOL_HONDA_PTE.LOPEZ [23017030],TOLIMA,HONDA,5.203888889,-74.74111111,33.31,57.07,57.07,1,0.0
17395,2009-03-25 00:00:00,RCA_PAMPLONITA_NOR_CHINACOTA_LA DONJUANA [16017020],NORTE DE SANTANDER,CHINÁCOTA,7.687972222,-72.60547222,33.17,56.79,56.78,1,-0.00999999999999801
17396,2009-03-26 00:00:00,RCA_PAMPLONITA_NOR_CUCUTA_AGUAS CLARAS [16017010],NORTE DE SANTANDER,CÚCUTA,8.233611111,-72.41722222,33.32,57.13,57.13,1,0.0
17397,2009-03-27 00:00:00,RCA_LAG.DE TOTA_BOY_AQUITANIA_ESCALERAS [35097070],BOYACÁ,TOTA,5.491944444,-72.9385,0.0,40.33,0.0,1,-40.33
17398,2009-03-30 00:00:00,RCA_MAGDALENA_HUI_GIGANTE_PASO DEL COLEGIO [21077020],HUILA,GIGANTE,2.462555556,-75.56686111,33.25,56.94,56.94,1,0.0
17399,2009-03-25 00:00:00,RCA_LAGUNILLA_TOL_LERIDA_ESMERALDA LA [21257090],TOLIMA,LÉRIDA,4.890777778,-74.85313889,33.2,56.82,56.81,1,-0.00999999999999801
17400,2009-03-27 00:00:00,RCA_GUARINO_TOL_HONDA_PTE.CARRETERA [23027060],TOLIMA,HONDA,5.289277778,-74.74608333,33.22,87.29,87.29,1,0.0
17401,2009-03-28 00:00:00,RCA_SAN JORGE_COR_BUENAVISTA_MARRALU [25027120],CORDOBA,AYAPEL,8.32,-75.24,33.29,87.24,87.23,1,-0.009999999999990905
17402,2009-03-28 00:00:00,RCA_MAGDALENA_CUN_PUERTO SALGAR_PTO.SALGAR [23037010],CUNDINAMARCA,PUERTO SALGAR,5.469666667,-74.66216667,33.29,88.46,88.46,1,0.0
17403,2009-03-30 00:00:00,RCA_LA MIEL_ANT_SONSON_SAN MIGUEL [23057140],ANTIOQUIA,SONSÓN,5.731027778,-74.72583333,0.0,84.11,83.27,1,-0.8400000000000034
17404,2009-03-24 00:00:00,RCA_GUAYURIBA_MET_VILLAVICENCIO_PTE.CARRETERA [35027140],META,VILLAVICENCIO,4.04947,-73.76442,33.26,89.28,89.28,1,0.0
17405,2009-03-30 00:00:00,RCA_OCOA_MET_VILLAVICENCIO_PTE.DELAMOR [35037130],META,VILLAVICENCIO,4.086083333,-73.668861,0.0,84.0,82.76,1,-1.2399999999999949
17406,2009-03-31 00:00:00,RCA_CARARE_SAN_CIMITARRA_STA.ROSA [23127060],SANTANDER,CIMITARRA,6.291944444,-74.09833333,42.84,57.09,57.09,1,0.0
17407,2009-03-30 00:00:00,SAN JUAN_ANT_CIUDAD BOLIVAR_REMOLINO EL [26197030],ANTIOQUIA,PUEBLORRICO,5.8808,-75.908311111,0.0,55.36,55.24,1,-0.11999999999999744
17409,2009-03-31 00:00:00,RCA_CHULO_BOY_TUTA_PILAS LAS [24037250],BOYACÁ,TUTA,5.666666667,-73.26666667,0.0,55.52,55.43,1,-0.09000000000000341
17410,2009-03-31 00:00:00,RCA_ZULIA_NOR_DURANIA_SAN JAVIER-PTE.ZULIA [16027001],NORTE DE SANTANDER,DURANIA,7.836388889,-72.65083333,33.1,56.89,56.89,1,0.0
17411,2009-04-01 00:00:00,RCA_ANIMEGRANDE_CES_CHIRIGUANA_PTE.CARRETERA [25027890],CESAR,CHIRIGUANÁ,9.350135,-73.492699,0.0,79.51,76.52,1,-2.990000000000009
17412,2009-04-01 00:00:00,RCA_NECHI_ANT_NECHI_LA ESPERANZA [27037010],ANTIOQUIA,NECHÍ,8.031943889,-74.788805556,30.0,56.58,56.57,1,-0.00999999999999801
17413,2009-04-01 00:00:00,RCA_ZULIA_NOR_PUERTO SANTANDER_PTO.LEON [16027060],NORTE DE SANTANDER,PUERTO SANTANDER,8.350277778,-72.43472222,33.29,57.1,57.1,1,0.0
17414,2009-04-01 00:00:00,RCA_CAUCA_BOL_SAN JACINTO DEL CAUCA_LAS VARAS [25027200],BOLÍVAR,SAN JACINTO DEL CAUCA,8.39,-74.56,33.25,57.04,57.04,1,0.0
17415,2009-04-01 00:00:00,RCA_CAUCA_ANT_CAUCASIA_LA COQUERA [26247020],ANTIOQUIA,CAUCASIA,7.96,-75.2,33.27,57.07,57.07,1,0.0
17416,2009-04-03 00:00:00,RCA_CAUCA_VAL_CANDELARIA_JUANCHITO [26067010],VALLE DEL CAUCA,CANDELARIA,3.45160833,-76.47538333,33.25,88.29,88.29,1,0.0
17420,2009-03-31 00:00:00,RCA_GUAVIARE_VIC_CUMARIBO_CEJAL [32207010],VICHADA,CUMARIBO,3.993665,-68.333828,0.0,52.63,51.78,1,-0.8500000000000014
17421,2009-04-06 00:00:00,RCA_NEGRO_ANT_RIONEGRO_PTE.REAL [23087150],ANTIOQUIA,RIONEGRO,6.143472222,-75.37994444,30.0,87.44,87.38,1,-0.060000000000002274
17423,2009-04-01 00:00:00,RCA_NEGRO_CUN_PUERTO SALGAR_PTO.LIBRE [23067040],CUNDINAMARCA,PUERTO SALGAR,5.759222222,-74.63175,73.32,57.1,57.1,1,0.0
17424,2009-04-03 00:00:00,RCA_NARE_ANT_CARACOLI_CANTERAS [23087210],ANTIOQUIA,PUERTO NARE,6.276083333,-74.67330556,32.22,87.7,87.68,1,-0.01999999999999602
17425,2009-04-13 00:00:00,RCA_YAGUARA_HUI_YAGUARA_HDA.VENECIA [21087080],HUILA,YAGUARÁ,2.64,-75.54,33.23,56.96,56.96,1,0.0
17428,2009-04-14 00:00:00,RCA_COELLO_TOL_SAN LUIS_PAYANDE [21217070],TOLIMA,SAN LUIS,4.3013407,-75.0903693,33.04,56.7,56.69,1,-0.010000000000005116
17429,2009-04-15 00:00:00,RCA_CANAL DEL DIQUE_BOL_MARIA LA BAJA_STA.HELENA1[29037370],BOLÍVAR,MARÍA LA BAJA,10.05861111,-75.40277778,33.25,57.0,57.0,1,0.0
17509,2009-04-20 00:00:00,RCA_AMAZONAS_AMA_LETICIA_NAZARETH [48017030],AMAZONAS,LETICIA,-4.120194444,-70.03608333,32.96,56.72,56.71,1,-0.00999999999999801
17510,2009-04-20 00:00:00,RCA_AMAZONAS_AMA_LETICIA_LETICIA [48017010],AMAZONAS,LETICIA,-4.222527778,-69.94272222,32.8,56.64,56.64,1,0.0
17512,2009-04-21 00:00:00,RCA_OCOA_MET_VILLAVICENCIO_PTE.DELAMOR [35037130],META,VILLAVICENCIO,4.086083333,-73.668861,0.0,54.46,54.18,1,-0.28000000000000114
17516,2009-04-23 00:00:00,RCA_ARACATACA_MAG_ARACATACA_PTE.FERROCARRIL [29067130],MAGDALENA,ARACATACA,10.58580556,-74.19211111,0.0,54.08,53.71,1,-0.36999999999999744
17517,2009-04-23 00:00:00,RCA_GUATIQUIA_MET_VILLAVICENCIO_PTE.ABADIA [35037100],META,VILLAVICENCIO,4.235333333,-73.63536111,33.13,56.95,56.94,1,-0.010000000000005116
17521,2009-04-23 00:00:00,RCA_CAUCA_RIS_LA VIRGINIA_LA VIRGINIA [26177030],RISARALDA,LA VIRGINIA,4.8925,-75.882694444,33.07,56.87,56.86,1,-0.00999999999999801
17522,2009-04-24 00:00:00,RCA_META_MET_PUERTO LOPEZ_PTE.LLERAS [35017020],META,PUERTO LÓPEZ,4.103019444,-72.936383333,32.93,56.86,56.86,1,0.0
17523,2009-04-25 00:00:00,COMBEIMA_TOL_IBAGUE_YULDAIMA [21217260],TOLIMA,IBAGUÉ,4.4385,-75.24280556,0.0,55.49,55.39,1,-0.10000000000000142
17524,2009-04-25 00:00:00,RCA_COMBEIMA_TOL_IBAGUE_MONTEZUMA [21217180],TOLIMA,IBAGUÉ,4.4819444,-75.28611111,33.26,56.7,56.69,1,-0.010000000000005116
17525,2009-04-28 00:00:00,RCA_MAGDALENA_BOL_REGIDOR_REGIDOR [25027410],BOLÍVAR,REGIDOR,8.666333333,-73.82080556,33.24,56.95,56.95,1,0.0
17526,2009-04-28 00:00:00,RCA_COELLO_TOL_SAN LUIS_PAYANDE [21217070],TOLIMA,SAN LUIS,4.3013407,-75.0903693,0.0,55.69,55.61,1,-0.0799999999999983
17528,2009-04-28 00:00:00,RCA_CHICAMOCHA_BOY_TIBASOSA_SAN RAFAEL [24037190],BOYACÁ,TIBASOSA,5.807611111,-73.01380556,0.0,86.78,86.7,1,-0.0799999999999983
17545,2009-05-02 00:00:00,RCA_CAUCA_CAL_NEIRA_IRRA [26167070],CALDAS,NEIRA,5.268305556,-75.66419444,33.24,56.86,56.86,1,0.0
17546,2009-05-03 00:00:00,RCA_CHINCHINA_CAL_MANIZALES_RETIRO EL [26157020],CALDAS,PALESTINA,5.126777778,-75.67119444,33.3,57.02,57.02,1,0.0
17547,2009-05-01 00:00:00,RCA_SUAREZ_SAN_PUENTE NACIONAL_PTE.NACIONAL [24017590],SANTANDER,PUENTE NACIONAL,5.872777778,-73.67777778,32.86,56.54,56.53,1,-0.00999999999999801
17548,2009-05-04 00:00:00,RCA_HUMEA_CUN_PARATEBUENO_CABLE EL [35057010],CUNDINAMARCA,PARATEBUENO,4.396951,-73.292706,0.0,55.88,55.82,1,-0.060000000000002274
17549,2009-05-02 00:00:00,RCA_SOGAMOSO_SAN_PUERTO WILCHES_PTE.SOGAMOSO [24067020],SANTANDER,PUERTO WILCHES,7.244166667,-73.7875,33.13,56.8,56.8,1,0.0
17550,2009-05-03 00:00:00,RCA_OPON_SAN_SIMACOTA_PTE.FERROCARRIL [23147020],SANTANDER,SIMACOTA,6.773611111,-73.935,33.27,57.02,57.02,1,0.0
17551,2009-04-29 00:00:00,RCA_CHICAMOCHA_SAN_JORDAN_JORDAN EL [24037360],SANTANDER,LOS SANTOS,6.749722222,-73.09666667,0.0,0.0,0.0,0,0.0
17556,2009-05-02 00:00:00,RCA_META_VIC_PUERTO CARRENO_ACEITICO [35257040],VICHADA,PUERTO CARREÑO,6.1835,-68.441556,33.12,56.96,56.96,1,0.0
17557,2009-02-05 00:00:00,RCA_ORINOCO_VIC_PUERTO CARRENO_PTO.CARRENO [38017010],VICHADA,PUERTO CARREÑO,6.176527778,-67.47958333,0.0,54.76,54.54,1,-0.21999999999999886
17561,2009-05-06 00:00:00,RCA_SUBIA_CUN_SILVANIA_SILVANIA [21197110],CUNDINAMARCA,SILVANIA,4.403055556,-74.385305556,31.33,56.58,56.57,1,-0.00999999999999801
17562,2009-05-04 00:00:00,RCA_PASTO_NAR_PASTO_UNIVERSIDAD [52047010],NARIÑO,PASTO,1.234333333,-77.29294444,32.8,56.08,56.04,1,-0.03999999999999915
17563,2009-05-05 00:00:00,RCA_PASTO_NAR_PASTO_BOCATOMA CENTENARIO [52047030],NARIÑO,PASTO,1.201388889,-77.24777778,0.0,82.91,82.06,1,-0.8499999999999943
17565,2009-05-05 00:00:00,CATATUMBO_NOR_TIBU_PTO.BARCO-GABARRA [16067010],NORTE DE SANTANDER,TIBÚ,9.003611111,-72.9,32.74,56.8,56.8,1,0.0
